/m/01h2_6	/people/person/gender	/m/05zppz
/m/053yx	/people/person/profession	/m/0nbcg
/m/0c7xjb	/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency	/m/09nqf
/m/014j1m	/food/food/nutrients./food/nutrition_fact/nutrient	/m/025tkqy
/m/03_0p	/people/deceased_person/place_of_death	/m/02_286
/m/04l19_	/people/person/nationality	/m/09c7w0
/m/034qzw	/film/film/language	/m/06nm1
/m/0_7w6	/film/film/production_companies	/m/04rcl7
/m/0ply0	/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	/m/025t3bg
/m/0kxbc	/music/artist/contribution./music/recording_contribution/performance_role	/m/03bx0bm
/m/07bcn	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/02tgz4	/film/film/production_companies	/m/06rq1k
/m/02nczh	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/09zzb8
/m/03hxsv	/film/film/language	/m/02h40lc
/m/05p7tx	/location/location/time_zones	/m/02llzg
/m/03w4sh	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05dxl5
/m/03j149k	/people/person/profession	/m/02hrh1q
/m/02q6gfp	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01pvkk
/m/0k611	/award/award_category/winners./award/award_honor/ceremony	/m/0dznvw
/m/0jpn8	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/01hww_	/music/performance_role/regular_performances./music/group_membership/group	/m/02dw1_
/m/0184jw	/people/person/profession	/m/01d_h8
/m/017gl1	/film/film/film_format	/m/07fb8_
/m/0cx6f	/music/genre/artists	/m/0fpjd_g
/m/055c8	/people/person/nationality	/m/09c7w0
/m/016ybr	/music/genre/parent_genre	/m/06by7
/m/02jyhv	/people/person/nationality	/m/09c7w0
/m/0235l	/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	/m/09nqf
/m/013t9y	/people/person/gender	/m/05zppz
/m/07hbxm	/people/person/gender	/m/02zsn
/m/0d6d2	/people/person/profession	/m/02hrh1q
/m/0gjw_	/military/military_conflict/combatants./military/military_combatant_group/combatants	/m/0d060g
/m/03n3gl	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/0ch6mp2
/m/01nds	/business/business_operation/industry	/m/01mw1
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/03gh4
/m/01k_mc	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/09bw4_	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/09zzb8
/m/0j1yf	/people/person/profession	/m/0dz3r
/m/01bvx1	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category	/m/02zdwq
/m/04r7p	/people/person/gender	/m/02zsn
/m/01sg4_	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0pqc5	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/0dclg
/m/05rfst	/film/film/genre	/m/07s9rl0
/m/01xr6x	/location/location/time_zones	/m/03bdv
/m/022769	/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency	/m/09nqf
/m/06y9c2	/people/person/nationality	/m/09c7w0
