/m/0l3kx;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;/m/0s9b_;/location/hud_county_place/county;/m/0l3kx;;;;;;;;;;2.7728596;2.8966727;1;1
/m/04r1t;/common/topic/webpage./common/webpage/category;/m/08mbj5d;/m/015pdg;/music/genre/artists;/m/04r1t;;;;;;;;;;1.5018482;1.4815552;1;1
/m/01l_yg;/people/person/places_lived./people/place_lived/location;/m/02_286;/m/01l_yg;/people/person/nationality;/m/09c7w0;;;;;;;;;;0.39250824;0.44803149;1;2
/m/0gjc4d3;/film/film/featured_film_locations;/m/01_d4;/m/0gjc4d3;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0k6nt;;;;;;;;;;0.47599506;0.22021917;1;1
/m/0n5_t;/location/location/time_zones;/m/02hcv8;/m/09c7w0;/location/country/second_level_divisions;/m/0n5_t;/m/059f4;/location/location/contains;/m/0n5_t;/m/0nm6z;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0n5_t;/m/0n5yv;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0n5_t;1.4754109;5.334646;1;2
/m/025v3k;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/09g7thr;/m/025v3k;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category;/m/02zdwq;;;;;;;;;;0.72316766;0.31329328;1;1
/m/07p__7;/government/legislative_session/members./government/government_position_held/district_represented;/m/0824r;/m/07p__7;/government/legislative_session/members./government/government_position_held/legislative_sessions;/m/02cg7g;;;;;;;;;;0.51082504;0.36239827;1;3
/m/0gs973;/film/film/language;/m/02h40lc;/m/0gs973;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;;;;;;;;;;0.4182104;0.31724155;1;1
/m/032sl_;/film/film/other_crew./film/film_crew_gig/crewmember;/m/04ktcgn;/m/032sl_;/film/film/genre;/m/07s9rl0;;;;;;;;;;0.471061;0.3784453;1;8
/m/034b6k;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;/m/034b6k;/film/film/genre;/m/02kdv5l;;;;;;;;;;0.18188997;0.24149016;1;1
