01401772;_hypernym;01400044;01401772;_derivationally_related_form;10614225;;;;;;;;;;1.701146;0.49775833;1;1
13651218;_hypernym;13603305;13651218;_derivationally_related_form;13651520;;;;;;;;;;2.045721;2.4131172;1;603
00239321;_hypernym;00109660;00239321;_derivationally_related_form;13530408;;;;;;;;;;1.6729352;1.0304286;1;14
02642430;_hypernym;01429349;02642430;_member_meronym;02643713;;;;;;;;;;1.6250241;1.3220203;1;5
02645143;_hypernym;01432517;02644967;_member_meronym;02645143;;;;;;;;;;0.9429634;4.7011814;1;6219
11918631;_hypernym;11579418;11911591;_member_meronym;11918631;;;;;;;;;;1.5084891;5.0697565;1;6058
12513426;_hypernym;11585340;12501745;_member_meronym;12513426;;;;;;;;;;1.4777615;5.8335395;1;13990
09157163;_instance_hypernym;08655464;08564307;_has_part;09157163;;;;;;;;;;0.8107544;0.6291145;1;1
04543772;_has_part;04283378;04543772;_hypernym;04574999;;;;;;;;;;2.3381553;2.7543244;1;665
11975853;_hypernym;11579418;11911591;_member_meronym;11975853;;;;;;;;;;1.168735;1.3716657;1;7
09809749;_synset_domain_topic_of;08199025;09809749;_hypernym;10317007;;;;;;;;;;2.3237505;4.992412;1;12
15145782;_hypernym;15290337;15147097;_has_part;15145782;;;;;;;;;;1.1613934;2.1923149;1;17
09027089;_instance_hypernym;08633957;09027089;_instance_hypernym;08524735;;;;;;;;;;0.55414593;1.0028354;1;3
08030711;_instance_hypernym;08392137;08030711;_synset_domain_topic_of;00759694;;;;;;;;;;1.4543347;3.1627192;1;1
12945708;_hypernym;11585340;12945708;_member_meronym;12945828;;;;;;;;;;2.947596;5.1191483;1;205
02346823;_hypernym;01862557;02346823;_member_meronym;02347140;;;;;;;;;;0.86834943;0.8715506;1;5
12201166;_hypernym;11575425;12194776;_member_meronym;12201166;;;;;;;;;;1.2848617;4.8849382;1;589
02895154;_hypernym;02740764;02862048;_has_part;02895154;;;;;;;;;;0.7448149;4.928009;1;668
08032594;_synset_domain_topic_of;00759694;08032594;_instance_hypernym;08392137;;;;;;;;;;2.0156152;6.189846;1;120
02012344;_hypernym;01850315;10724699;_derivationally_related_form;02012344;;;;;;;;;;1.4397378;0.7148554;1;2
09112857;_instance_hypernym;08524735;09112282;_has_part;09112857;;;;;;;;;;1.7267122;5.6387835;1;113
10484858;_synset_domain_topic_of;08441203;02581477;_derivationally_related_form;10484858;;;;;;;;;;2.4129827;1.2087052;1;1
02029571;_hypernym;01507175;02025530;_member_meronym;02029571;;;;;;;;;;2.14187;3.665452;1;6749
