prediction,facts,exp,exp_length,original_score,original_rank,new_scores,new_ranks,new_score,new_rank
"(6419, 9, 7991)","[([(11581, 9, 7991), (16014, 9, 7991), (6419, 2, 729)], 0.8748007, 'xrule'), ([(24972, 9, 7991), (6419, 3, 1348), (17094, 9, 7991)], 0.6816005700000001, 'xrule'), ([(15316, 9, 7991), (16014, 9, 7991), (6419, 3, 1)], 0.60230065, 'xrule'), ([(15316, 9, 7991), (6419, 3, 1823), (25449, 9, 7991)], 0.57890032, 'xrule'), ([(6419, 3, 506), (19713, 9, 7991), (24213, 9, 7991)], 0.3270998, 'xrule')]","[(16014, 9, 7991), (6419, 2, 729), (24972, 9, 7991), (11581, 9, 7991), (6419, 3, 506), (6419, 3, 1), (25449, 9, 7991), (6419, 3, 1348), (17094, 9, 7991), (15316, 9, 7991), (24213, 9, 7991), (6419, 3, 1823), (19713, 9, 7991)]",13,7.2348557,1,[6.350011],[1],6.350011,1.0
"(6323, 9, 8418)","[([(24691, 9, 8418), (15050, 9, 8418), (6323, 3, 39)], 0.249099727, 'xrule'), ([(23971, 9, 8418), (6323, 2, 70), (24684, 9, 8418)], 0.24750042, 'xrule'), ([(6323, 3, 111), (14580, 9, 8418), (11925, 9, 8418)], 0.22419930000000002, 'xrule'), ([(23512, 9, 8418), (20498, 9, 8418), (6323, 3, 1902)], 0.14009951999999998, 'xrule'), ([(23552, 9, 8418), (6323, 3, 85), (24684, 9, 8418)], 0.084198952, 'xrule')]","[(23512, 9, 8418), (20498, 9, 8418), (6323, 3, 1902), (24691, 9, 8418), (6323, 3, 111), (23971, 9, 8418), (14580, 9, 8418), (11925, 9, 8418), (24684, 9, 8418), (23552, 9, 8418), (6323, 3, 85), (15050, 9, 8418), (6323, 3, 39), (6323, 2, 70)]",14,9.206495,1,[8.168999],[1],8.168999,1.0
"(6427, 9, 7790)","[([(6427, 3, 278), (16023, 9, 7790), (15575, 9, 7790)], 1.4006004, 'xrule'), ([(25167, 9, 7790), (22016, 9, 7790), (6427, 2, 29)], 1.2883997, 'xrule'), ([(6427, 3, 1267), (13012, 9, 7790), (18604, 9, 7790)], 0.223999976, 'xrule'), ([(6427, 3, 479), (21749, 9, 7790), (8416, 9, 7790)], 0.155900002, 'xrule'), ([(6427, 3, 40), (14658, 9, 7790)], 0.05379963, 'xrule')]","[(6427, 3, 1267), (13012, 9, 7790), (15575, 9, 7790), (18604, 9, 7790), (6427, 3, 479), (25167, 9, 7790), (16023, 9, 7790), (8416, 9, 7790), (14658, 9, 7790), (21749, 9, 7790), (6427, 2, 29), (6427, 3, 40), (6427, 3, 278), (22016, 9, 7790)]",14,9.176519,1,[8.135109],[1],8.135109,1.0
"(5834, 11, 6729)","[([(9548, 11, 6729), (5834, 3, 40), (9576, 11, 6729)], 0.59420014, 'xrule'), ([(24187, 11, 6729), (25489, 11, 6729), (5834, 3, 1177)], 0.38320065000000003, 'xrule'), ([(25076, 11, 6729), (18752, 11, 6729), (5834, 2, 789)], 0.37190056, 'xrule'), ([(11569, 11, 6729), (5834, 3, 294), (25095, 11, 6729)], 0.23630047, 'xrule'), ([(5834, 2, 1166), (24187, 11, 6729)], 0.1967001, 'xrule')]","[(9548, 11, 6729), (5834, 3, 40), (9576, 11, 6729), (24187, 11, 6729), (5834, 3, 294), (5834, 2, 1166), (11569, 11, 6729), (5834, 3, 1177), (5834, 2, 789), (25095, 11, 6729), (25489, 11, 6729), (25076, 11, 6729), (18752, 11, 6729)]",13,6.305955,2,[5.477565],[3],5.477565,3.0
"(5133, 9, 10166)","[([(5133, 2, 5135), (10165, 9, 10166), (25154, 9, 10166)], 2.8492995, 'xrule'), ([(5133, 3, 5138), (10165, 9, 10166), (25154, 9, 10166)], 2.3967996, 'xrule'), ([(10165, 9, 10166), (5133, 3, 3744), (25154, 9, 10166)], 2.3419996000000003, 'xrule'), ([(19442, 9, 10166), (10165, 9, 10166), (5133, 3, 4194)], 1.89019965, 'xrule'), ([(5133, 5, 5134), (10165, 9, 10166)], 1.4056001, 'xrule')]","[(19442, 9, 10166), (5133, 3, 3744), (10165, 9, 10166), (5133, 3, 4194), (5133, 3, 5138), (5133, 2, 5135), (5133, 5, 5134), (25154, 9, 10166)]",8,6.6553817,1,[1.2639624],[243],1.2639624,243.0
"(5770, 9, 1470)","[([(5770, 2, 789), (23170, 9, 1470), (21072, 9, 1470)], 0.78779983, 'xrule'), ([(5770, 3, 40), (24671, 9, 1470), (20885, 9, 1470)], 0.54279995, 'xrule'), ([(15588, 9, 1470), (18153, 9, 1470), (5770, 3, 75)], 0.41100025, 'xrule'), ([(5770, 3, 517), (15588, 9, 1470), (22468, 9, 1470)], 0.36940003, 'xrule'), ([(5770, 1, 65), (15828, 9, 1470), (25072, 9, 1470)], 0.36540030999999995, 'xrule')]","[(5770, 2, 789), (5770, 3, 40), (20885, 9, 1470), (22468, 9, 1470), (5770, 1, 65), (18153, 9, 1470), (23170, 9, 1470), (15828, 9, 1470), (5770, 3, 75), (24671, 9, 1470), (25072, 9, 1470), (5770, 3, 517), (21072, 9, 1470), (15588, 9, 1470)]",14,9.176468,1,[8.6125],[1],8.6125,1.0
"(5279, 11, 7992)","[([(24492, 11, 7992), (5279, 4, 66), (11388, 11, 7992)], 0.6342010499999999, 'xrule'), ([(22679, 12, 7992), (20689, 11, 7992), (5279, 3, 40), (24925, 12, 7992), (11633, 11, 7992)], 0.52190209, 'xrule'), ([(24788, 11, 7992), (5279, 2, 69), (17993, 11, 7992)], 0.4386015, 'xrule'), ([(5279, 3, 1878), (13851, 11, 7992), (14712, 11, 7992)], 0.40330124, 'xrule'), ([(24925, 12, 7992), (22785, 11, 7992), (5279, 3, 75), (19547, 11, 7992)], 0.375001903, 'xrule')]","[(22679, 12, 7992), (24492, 11, 7992), (20689, 11, 7992), (5279, 3, 40), (5279, 3, 75), (5279, 3, 1878), (24788, 11, 7992), (24925, 12, 7992), (22785, 11, 7992), (14712, 11, 7992), (5279, 2, 69), (5279, 4, 66), (13851, 11, 7992), (19547, 11, 7992), (11633, 11, 7992), (11388, 11, 7992), (17993, 11, 7992)]",17,5.860883,1,[5.299888],[1],5.299888,1.0
"(6504, 11, 7992)","[([(24819, 11, 7992), (12676, 11, 7992), (24925, 12, 7992), (6504, 3, 9)], 0.363898274, 'xrule'), ([(6504, 3, 74), (24060, 11, 7992), (13851, 11, 7992)], 0.33449936, 'xrule'), ([(19418, 11, 7992), (11233, 11, 7992), (6504, 3, 111)], 0.30519867, 'xrule'), ([(24092, 11, 7992), (17948, 11, 7992), (6504, 2, 69)], 0.19119930000000002, 'xrule'), ([(24167, 11, 7992), (25221, 11, 7992), (6504, 3, 3863)], 0.168599128, 'xrule')]","[(11233, 11, 7992), (24092, 11, 7992), (6504, 3, 111), (6504, 2, 69), (17948, 11, 7992), (24925, 12, 7992), (25221, 11, 7992), (12676, 11, 7992), (13851, 11, 7992), (24819, 11, 7992), (6504, 3, 74), (24060, 11, 7992), (24167, 11, 7992), (6504, 3, 9), (6504, 3, 3863), (19418, 11, 7992)]",16,6.168883,1,[6.210374],[1],6.210374,1.0
"(6848, 11, 7992)","[([(14712, 11, 7992), (22815, 11, 7992), (24925, 12, 7992), (6848, 3, 9)], 0.3412981, 'xrule'), ([(14691, 11, 7992), (24641, 11, 7992), (6848, 4, 66)], 0.205598834, 'xrule'), ([(20191, 11, 7992), (6848, 3, 220), (10095, 11, 7992), (22679, 12, 7992)], 0.0823984153, 'xrule'), ([(22679, 12, 7992), (6848, 3, 40), (24925, 12, 7992), (20133, 11, 7992)], 0.057999611099999994, 'xrule'), ([(6848, 3, 479), (25703, 11, 7992)], 0.046299934, 'xrule')]","[(22679, 12, 7992), (20133, 11, 7992), (25703, 11, 7992), (14691, 11, 7992), (20191, 11, 7992), (6848, 3, 479), (6848, 4, 66), (24925, 12, 7992), (10095, 11, 7992), (6848, 3, 9), (14712, 11, 7992), (24641, 11, 7992), (22815, 11, 7992), (6848, 3, 40), (6848, 3, 220)]",15,5.854314,1,[5.189968],[2],5.189968,2.0
"(7058, 9, 9349)","[([(22746, 9, 9349), (9349, 3, 12509), (7058, 3, 7062), (10310, 9, 9349), (9349, 3, 7062)], 3.1771994, 'xrule'), ([(7058, 2, 7059), (9349, 2, 7059), (24095, 9, 9349), (20818, 9, 9349)], 2.06899927, 'xrule'), ([(20818, 9, 9349), (22529, 9, 9349), (7058, 2, 2083)], 1.17580032, 'xrule'), ([(7058, 1, 65), (22746, 9, 9349), (22529, 9, 9349)], 0.8235998099999999, 'xrule'), ([(7058, 3, 40), (20818, 9, 9349)], 0.5152998, 'xrule')]","[(7058, 1, 65), (22746, 9, 9349), (9349, 3, 12509), (7058, 2, 7059), (7058, 2, 2083), (7058, 3, 7062), (20818, 9, 9349), (9349, 2, 7059), (24095, 9, 9349), (22529, 9, 9349), (10310, 9, 9349), (9349, 3, 7062), (7058, 3, 40)]",13,6.829072,1,[1.8538117],[122],1.8538117,122.0
"(5067, 11, 7992)","[([(12825, 11, 7992), (24925, 12, 7992), (5067, 3, 9), (13250, 11, 7992)], 0.25290012500000003, 'xrule'), ([(20237, 11, 7992), (24330, 11, 7992), (5067, 3, 100)], 0.23860073, 'xrule'), ([(5067, 3, 39), (22679, 12, 7992), (23739, 11, 7992), (22360, 11, 7992)], 0.20980072099999997, 'xrule'), ([(22679, 12, 7992), (12026, 11, 7992), (5067, 2, 68), (25096, 11, 7992)], 0.15140152, 'xrule'), ([(22679, 12, 7992), (24925, 12, 7992), (19547, 11, 7992), (5067, 3, 40), (18666, 11, 7992)], 0.1274003974, 'xrule')]","[(5067, 3, 39), (22679, 12, 7992), (5067, 2, 68), (12825, 11, 7992), (24925, 12, 7992), (5067, 3, 9), (22360, 11, 7992), (25096, 11, 7992), (12026, 11, 7992), (23739, 11, 7992), (19547, 11, 7992), (24330, 11, 7992), (20237, 11, 7992), (5067, 3, 40), (18666, 11, 7992), (5067, 3, 100), (13250, 11, 7992)]",17,5.615561,1,[5.064937],[1],5.064937,1.0
"(6766, 11, 7992)","[([(16029, 11, 7992), (21081, 11, 7992), (6766, 4, 66)], 0.21980095, 'xrule'), ([(24092, 11, 7992), (6766, 3, 220), (17993, 11, 7992)], 0.167100906, 'xrule'), ([(24266, 11, 7992), (6766, 3, 78), (17533, 11, 7992)], 0.164401054, 'xrule'), ([(6766, 2, 30), (20163, 11, 7992), (14712, 11, 7992)], 0.075500488, 'xrule'), ([(14134, 11, 7992), (6766, 3, 479), (23374, 11, 7992)], 0.068400382, 'xrule')]","[(24092, 11, 7992), (6766, 3, 78), (23374, 11, 7992), (6766, 3, 479), (16029, 11, 7992), (17533, 11, 7992), (6766, 2, 30), (14134, 11, 7992), (20163, 11, 7992), (14712, 11, 7992), (24266, 11, 7992), (21081, 11, 7992), (6766, 4, 66), (6766, 3, 220), (17993, 11, 7992)]",15,6.3387313,1,[5.670698],[1],5.670698,1.0
"(4870, 9, 8151)","[([(19769, 9, 8151), (8151, 3, 12818), (4870, 3, 890), (8151, 3, 2204), (24677, 9, 8151)], 0.9841966700000001, 'xrule'), ([(22756, 9, 8151), (21221, 9, 8151), (4870, 3, 41)], 0.55539894, 'xrule'), ([(4870, 2, 709), (24112, 9, 8151), (20579, 9, 8151)], 0.38429831999999997, 'xrule'), ([(4870, 3, 892), (21221, 9, 8151), (20058, 9, 8151)], 0.288499837, 'xrule'), ([(4870, 2, 30), (19662, 9, 8151)], 0.12529945, 'xrule')]","[(21221, 9, 8151), (19769, 9, 8151), (20058, 9, 8151), (8151, 3, 12818), (4870, 3, 890), (4870, 3, 41), (4870, 2, 709), (8151, 3, 2204), (24677, 9, 8151), (24112, 9, 8151), (4870, 3, 892), (22756, 9, 8151), (19662, 9, 8151), (4870, 2, 30), (20579, 9, 8151)]",15,8.0659,1,[7.579022],[1],7.579022,1.0
"(7392, 9, 7790)","[([(7392, 3, 3075), (19413, 9, 7790), (25621, 9, 7790)], 0.47259999, 'xrule'), ([(7392, 1, 2467), (11781, 9, 7790), (12809, 9, 7790)], 0.22580052, 'xrule'), ([(20237, 9, 7790), (7392, 3, 40), (21889, 9, 7790)], 0.173200607, 'xrule'), ([(7392, 2, 29), (22652, 9, 7790)], 0.17030048, 'xrule'), ([(17937, 9, 7790), (7392, 3, 220), (25621, 9, 7790)], 0.16060066, 'xrule')]","[(7392, 3, 40), (19413, 9, 7790), (21889, 9, 7790), (7392, 3, 220), (7392, 1, 2467), (20237, 9, 7790), (11781, 9, 7790), (22652, 9, 7790), (7392, 2, 29), (12809, 9, 7790), (7392, 3, 3075), (17937, 9, 7790), (25621, 9, 7790)]",13,9.634244,1,[8.886096],[1],8.886096,1.0
"(5822, 12, 8676)","[([(8676, 3, 39), (5822, 3, 748), (19749, 12, 8676), (13971, 12, 8676), (8676, 3, 40)], 1.63560007, 'xrule'), ([(5822, 3, 279), (23140, 12, 8676), (13971, 12, 8676), (8676, 3, 279), (8676, 3, 40)], 1.29920006, 'xrule'), ([(12727, 12, 8676), (13122, 12, 8676), (5822, 3, 6)], 0.60319995, 'xrule'), ([(5822, 3, 39), (24666, 12, 8676)], 0.06840038, 'xrule'), ([(5822, 3, 40), (21316, 12, 8676), (23486, 12, 8676)], 0.0538997644, 'xrule')]","[(24666, 12, 8676), (5822, 3, 6), (5822, 3, 279), (23140, 12, 8676), (8676, 3, 39), (5822, 3, 748), (19749, 12, 8676), (13971, 12, 8676), (12727, 12, 8676), (5822, 3, 40), (8676, 3, 279), (23486, 12, 8676), (21316, 12, 8676), (13122, 12, 8676), (5822, 3, 39), (8676, 3, 40)]",16,8.200342,1,[6.367437],[6],6.367437,6.0
"(6054, 9, 8151)","[([(14544, 9, 8151), (6054, 2, 30), (18728, 9, 8151)], 0.67910099, 'xrule'), ([(19491, 9, 8151), (6054, 2, 171), (24237, 9, 8151)], 0.52370072, 'xrule'), ([(24657, 9, 8151), (22315, 9, 8151), (6054, 3, 177)], 0.4623003, 'xrule'), ([(24801, 9, 8151), (6054, 3, 519), (13541, 9, 8151)], 0.14630031599999999, 'xrule'), ([(6054, 3, 952), (25631, 9, 8151)], 0.101200104, 'xrule')]","[(14544, 9, 8151), (6054, 3, 952), (6054, 3, 519), (19491, 9, 8151), (18728, 9, 8151), (24657, 9, 8151), (24801, 9, 8151), (6054, 3, 177), (13541, 9, 8151), (6054, 2, 30), (6054, 2, 171), (25631, 9, 8151), (22315, 9, 8151), (24237, 9, 8151)]",14,7.9253087,1,[6.6921945],[2],6.6921945,2.0
"(7426, 11, 7984)","[([(23745, 11, 7984), (20996, 11, 7984), (7426, 3, 40), (8048, 12, 7984)], 0.43419933, 'xrule'), ([(7426, 3, 39), (20689, 11, 7984), (8048, 12, 7984), (19942, 11, 7984)], 0.307599073, 'xrule'), ([(22917, 11, 7984), (7426, 1, 65), (16536, 11, 7984)], 0.27519989, 'xrule'), ([(21472, 11, 7984), (25655, 11, 7984), (7426, 2, 30), (8048, 12, 7984)], 0.164499281, 'xrule'), ([(15261, 11, 7984), (11536, 11, 7984), (8048, 12, 7984), (7426, 2, 31)], 0.152899742, 'xrule')]","[(25655, 11, 7984), (7426, 3, 39), (23745, 11, 7984), (21472, 11, 7984), (22917, 11, 7984), (19942, 11, 7984), (8048, 12, 7984), (7426, 1, 65), (7426, 2, 31), (20996, 11, 7984), (20689, 11, 7984), (11536, 11, 7984), (15261, 11, 7984), (7426, 2, 30), (7426, 3, 40), (16536, 11, 7984)]",16,6.122608,2,[5.0912566],[3],5.0912566,3.0
"(5696, 11, 7992)","[([(5696, 3, 279), (23848, 11, 7992), (22349, 11, 7992)], 0.32320022, 'xrule'), ([(24925, 12, 7992), (5696, 3, 10), (21853, 11, 7992)], 0.22630023999999999, 'xrule'), ([(5696, 3, 78), (24925, 12, 7992), (21081, 11, 7992), (9756, 11, 7992)], 0.211100583, 'xrule'), ([(19205, 11, 7992), (19547, 11, 7992), (5696, 2, 27)], 0.20230007, 'xrule'), ([(5696, 2, 30), (24925, 12, 7992), (9185, 11, 7992), (10095, 11, 7992)], 0.183100698, 'xrule')]","[(23848, 11, 7992), (5696, 3, 78), (5696, 3, 10), (10095, 11, 7992), (24925, 12, 7992), (9756, 11, 7992), (5696, 3, 279), (19205, 11, 7992), (21853, 11, 7992), (22349, 11, 7992), (19547, 11, 7992), (9185, 11, 7992), (21081, 11, 7992), (5696, 2, 30), (5696, 2, 27)]",15,6.573417,1,[6.0872355],[1],6.0872355,1.0
