m0cifcur;hassolvent;p1962;m0cifcur;hasmetal;p125000;m0cifcur;haskernel;k24406e40b06;m0cifcur;haskernel;k3d9f71ee6ec;m0cifcur;hashabit;h0cabc333278;6.464199395850301e-05;0.2863042268436402;1;1.3333333333333333
m0cajvug;hasmethod;m1903b3403ca;m0cajvug;haskernel;k3eb894c6fd5;m0cajvug;haskernel;k39afcc52d6c;m0cajvug;hascolor;c06d8a0cc6bc;m0cajvug;hasbond;b00607;5.031374872288552e-09;0.6340404908260098;1;1.6666666666666667
m0amofak;hassolvent;p16228;m0amofak;hashabit;h0cabc333278;m0amofak;hascolor;c06d8a0cc6bc;;;;;;;1.2816738490073476e-05;0.0007616114623184936;1;3.6666666666666665
m0cifcur;hassolvent;p16228;m0cifcur;haskernel;k24e035a12d3;m0cifcur;hasmetal;p125000;m0cifcur;hashabit;h0cabc333278;;;;0.00025431104586459696;0.012999055945935348;1;2.0
m0bowqek;hasoperation;o05c440f4670;m0bowqek;hasbond;b00607;m0bowqek;haskernel;k3ccef4ef585;m0bowqek;haskernel;k2098f85c737;m0bowqek;haskernel;k24731e2053c;0.0003303271369077265;0.10726669990011335;1;2.0
m0daxmog;hasmethod;m1903b3403ca;m0daxmog;haskernel;k344ae9a353f;m0daxmog;hascolor;c06d8a0cc6bc;m0daxmog;hashabit;h0da6bdfeae9;m0daxmog;hasbond;b00607;1.7677559416284794e-09;0.5096809817963125;1;1.3333333333333333
m0arihis;hasoperation;o063c989167f;m0arihis;hasbond;b00106;;;;;;;;;;0.006617997772991657;0.009852748703754818;1;5.666666666666667
m0bawqib;hasoperation;o063c989167f;m0bawqib;haskernel;k27e0e555fa4;m0bawqib;hashabit;h0cabc333278;m0bawqib;haskernel;k3fcd6a15e45;;;;0.0001737351849442348;0.01179897582248183;1;4.333333333333333
m0dihfad;hasmethod;m1903b3403ca;m0dihfad;haskernel;k295625cc1e9;m0dihfad;haskernel;k3c98c3448ea;m0dihfad;hasbond;b00725;m0dihfad;hashabit;h0d461bcf10a;2.7475641761753877e-09;0.3997193300917085;1;1.6666666666666667
m0amebax;hasoperation;o063c989167f;m0amebax;hascolor;c06d8a0cc6bc;m0amebax;hasbond;b00607;m0amebax;hashabit;h0cabc333278;;;;0.00013452144048642367;0.02950527668517111;1;4.666666666666667
m0ciccau;hasoperation;o0acae79cf4a;m0ciccau;hashabit;h05c6b2fbf61;m0ciccau;hasbond;b00647;m0ciccau;haskernel;k3700b03fef7;;;;0.00016445291112177074;0.022406122133058187;1;2.3333333333333335
m0barjov;hassolvent;p1962;m0barjov;hashabit;h097c69f72bc;m0barjov;hasbond;b00827;m0barjov;hasbond;b00607;m0barjov;haskernel;k399f851baa7;5.2181261708028615e-05;0.31946800866474706;1;1.3333333333333333
m0dazhaq;haslinker;p11474;m0dazhaq;haskernel;k24dfd02af9a;;;;;;;;;;0.00012008265184704214;0.1719303485006094;1;2.0
m0acupia;hasmethod;m1903b3403ca;m0acupia;hascolor;c0774084bb5c;m0acupia;haskernel;k3bdafaf179b;m0acupia;hasbond;b00707;m0acupia;hasbond;b00606;5.526598068072985e-10;0.4794543684499028;1;1.0
m0avasev;hasoperation;o0760172ce8f;m0avasev;haskernel;k396dfc4eaef;;;;;;;;;;0.07745267450809479;0.004487824170893144;1;12.666666666666666
m0ciccau;hasoperation;o02da01f1e4c;m0ciccau;hasbond;b00647;m0ciccau;haskernel;k217ae834e3a;m0ciccau;haskernel;k28f69095296;m0ciccau;haskernel;k2a8618b9ce7;0.00010146859858650714;0.004943621873583955;1;4.0
m0cujxow;hasmethod;m1903b3403ca;m0cujxow;haskernel;k37293de2604;m0cujxow;haskernel;k279e8911469;m0cujxow;haskernel;k2de0f7e749c;m0cujxow;haskernel;k218ed025f47;4.245953633130739e-08;0.5964537309094643;1;1.3333333333333333
m0cowbat;hasoperation;o03e25af4540;m0cowbat;hasbond;b00608;;;;;;;;;;4.635970981325954e-05;0.004675759167488043;1;6.333333333333333
m0dotyod;hasoperation;o063c989167f;m0dotyod;haskernel;k343b48fcb08;;;;;;;;;;0.013211838901042938;0.07292011311922882;1;2.6666666666666665
m0cetkeu;hasmethod;m1903b3403ca;m0cetkeu;hascolor;c0f9f37641e3;m0cetkeu;haskernel;k2e80249a554;m0cetkeu;hashabit;h0cabc333278;m0cetkeu;haskernel;k24406e40b06;3.285558847210268e-08;0.4848648355715947;1;1.0
m0cahnef;hasoperation;o063c989167f;m0cahnef;hasbond;b00847;m0cahnef;hasbond;b00606;m0cahnef;hascolor;c06d8a0cc6bc;;;;0.026959797367453575;0.2220281060832955;1;2.0
