00968211;_derivationally_related_form;10483138;00970215;_hypernym;00968211;;;;;;;;;;8.879241;8.768459;1;1.0
00540235;_derivationally_related_form;00367768;00540739;_hypernym;00540235;;;;;;;;;;10.466581;10.199852;1;1.0
00260648;_derivationally_related_form;04083468;00261705;_hypernym;00260648;;;;;;;;;;9.354602;9.520722;1;1.0
03472232;_derivationally_related_form;00099721;03888605;_hypernym;03472232;;;;;;;;;;9.9936285;9.6599455;1;1.0
02046755;_derivationally_related_form;00343249;02047148;_hypernym;02046755;;;;;;;;;;9.1733055;9.088107;1;1.0
00755500;_derivationally_related_form;00838524;00838524;_derivationally_related_form;00755500;;;;;;;;;;10.850468;3.0166633;1;11.666666666666666
01867295;_derivationally_related_form;01627355;01628197;_derivationally_related_form;01867295;;;;;;;;;;8.738957;9.133114;1;1.0
00381680;_derivationally_related_form;02622234;14419164;_derivationally_related_form;02622234;;;;;;;;;;8.654919;8.731297;1;1.0
00090253;_derivationally_related_form;10511069;00892698;_derivationally_related_form;00090253;;;;;;;;;;9.220281;9.5957;1;1.0
04543772;_has_part;04283378;04543158;_has_part;04543772;;;;;;;;;;7.281294;6.652607;1;2.3333333333333335
02038357;_derivationally_related_form;05068080;02037090;_derivationally_related_form;05068080;;;;;;;;;;8.747489;9.275428;1;1.0
00084107;_derivationally_related_form;00698609;00086077;_derivationally_related_form;00698609;;;;;;;;;;10.44133;10.069733;1;1.0
13902048;_derivationally_related_form;01742244;01742244;_derivationally_related_form;13902048;;;;;;;;;;11.001265;-1.8088778;1;29059.666666666668
03065516;_derivationally_related_form;05971394;05971394;_derivationally_related_form;03065516;;;;;;;;;;8.797766;3.6134198;1;7.0
00592535;_derivationally_related_form;10104209;10661732;_hypernym;10104209;;;;;;;;;;10.5282135;10.019366;1;1.0
10466198;_derivationally_related_form;00901103;05817145;_derivationally_related_form;00901103;;;;;;;;;;9.052063;9.23091;1;1.0
00751567;_derivationally_related_form;07169848;00795863;_hypernym;00751567;;;;;;;;;;9.7515745;9.899278;1;1.0
01512465;_derivationally_related_form;00105164;00105164;_derivationally_related_form;01512465;;;;;;;;;;9.611744;-1.1395153;1;18648.333333333332
01973125;_derivationally_related_form;03693973;02063018;_hypernym;01973125;;;;;;;;;;8.751211;9.454564;1;1.0
12201166;_hypernym;11575425;12199564;_hypernym;11575425;;;;;;;;;;7.6046906;7.476366;1;1.0
08912703;_instance_hypernym;08524735;08849372;_instance_hypernym;08524735;;;;;;;;;;7.4783945;7.066559;1;1.0
00043902;_synset_domain_topic_of;00471613;00131090;_synset_domain_topic_of;00471613;;;;;;;;;;5.459032;4.8390026;1;2.3333333333333335
00095377;_derivationally_related_form;07719437;13164583;_derivationally_related_form;00095377;;;;;;;;;;9.152345;9.252961;1;1.0
00877559;_derivationally_related_form;07143624;07143624;_derivationally_related_form;00877559;;;;;;;;;;9.249761;6.403174;1;1.0
00730499;_hypernym;00650353;08592656;_derivationally_related_form;00730499;;;;;;;;;;6.671388;7.428427;1;1.0
11322178;_instance_hypernym;10599806;11234152;_instance_hypernym;10599806;;;;;;;;;;7.138199;6.7598004;1;1.3333333333333333
00168217;_derivationally_related_form;00364787;00364787;_derivationally_related_form;00168217;;;;;;;;;;9.955729;-0.8956828;1;9977.666666666666
