m0cifcur;hassolvent;p1962;m0cifcur;haskernel;k266528b3fc5;;;;;;;;;;6.464199395850301e-05;0.04471145781371888;1;2.0
m0cajvug;hasmethod;m1903b3403ca;m0cajvug;haskernel;k3eb894c6fd5;;;;;;;;;;5.031374872288552e-09;4.940319148216687e-07;1;13.333333333333334
m0amofak;hassolvent;p16228;m0amofak;haskernel;k31064050578;;;;;;;;;;1.2816738490073476e-05;1.0772702655851656e-07;1;9.333333333333334
m0cifcur;hassolvent;p16228;m0cifcur;haskernel;k266528b3fc5;;;;;;;;;;0.00025431104586459696;2.4077785389190845e-06;1;6.0
m0bowqek;hasoperation;o05c440f4670;m0bowqek;haskernel;k34d73d49055;;;;;;;;;;0.0003303271369077265;4.676064160472985e-05;1;9.333333333333334
m0daxmog;hasmethod;m1903b3403ca;m0daxmog;hasbond;b00616;;;;;;;;;;1.7677559416284794e-09;1.145858715319766e-06;1;11.333333333333334
m0arihis;hasoperation;o063c989167f;m0arihis;haskernel;k29273861d44;;;;;;;;;;0.006617997772991657;0.0043751382992619865;1;4.666666666666667
m0bawqib;hasoperation;o063c989167f;m0bawqib;haskernel;k24406e40b06;;;;;;;;;;0.0001737351849442348;0.002150863019778626;1;3.0
m0dihfad;hasmethod;m1903b3403ca;m0dihfad;haskernel;k295625cc1e9;;;;;;;;;;2.7475641761753877e-09;1.286161305143659e-07;1;13.666666666666666
m0amebax;hasoperation;o063c989167f;m0amebax;hasbond;b00607;;;;;;;;;;0.00013452144048642367;0.002235538581013922;1;4.333333333333333
m0ciccau;hasoperation;o0acae79cf4a;m0ciccau;haskernel;k37293de2604;;;;;;;;;;0.00016445291112177074;0.0011425226837976272;1;4.333333333333333
m0barjov;hassolvent;p1962;m0barjov;hasbond;b00607;;;;;;;;;;5.2181261708028615e-05;0.020304180077800993;1;1.6666666666666667
m0dazhaq;haslinker;p11474;m0dazhaq;hasbond;b00607;;;;;;;;;;0.00012008265184704214;0.0005640588933601975;1;40.666666666666664
m0acupia;hasmethod;m1903b3403ca;m0acupia;haskernel;k2f80dffacb8;;;;;;;;;;5.526598068072985e-10;1.3246589804116748e-05;1;12.0
m0avasev;hasoperation;o0760172ce8f;m0avasev;haskernel;k396dfc4eaef;;;;;;;;;;0.07745267450809479;0.002215800329395279;1;8.666666666666666
m0ciccau;hasoperation;o02da01f1e4c;m0ciccau;haskernel;k24a58bfd794;;;;;;;;;;0.00010146859858650714;9.33042582573762e-06;1;8.666666666666666
m0cujxow;hasmethod;m1903b3403ca;m0cujxow;haskernel;k37293de2604;;;;;;;;;;4.245953633130739e-08;2.391630016422101e-05;1;7.0
m0dotyod;hasoperation;o063c989167f;m0dotyod;haskernel;k34d73d49055;;;;;;;;;;0.013211838901042938;0.1459249697005968;1;2.3333333333333335
m0cowbat;hasoperation;o03e25af4540;m0cowbat;haskernel;k3ff51399f72;;;;;;;;;;4.635970981325954e-05;4.564245153915181e-05;1;6.333333333333333
m0cahnef;hasoperation;o063c989167f;m0cahnef;haskernel;k2197b72ce88;;;;;;;;;;0.026959797367453575;0.024551479595781227;1;2.3333333333333335
m0cetkeu;hasmethod;m1903b3403ca;m0cetkeu;haskernel;k2b5744666d1;;;;;;;;;;3.285558847210268e-08;1.8377983538690283e-06;1;9.0
m0dadtuy;hassolvent;p16228;m0dadtuy;haskernel;k24e035a12d3;;;;;;;;;;0.00015194447769317776;3.392122288984704e-06;1;8.333333333333334
m0dodqap;hasoperation;o063c989167f;m0dodqap;haskernel;k34d73d49055;;;;;;;;;;0.0005842457758262753;0.00426940165183017;1;7.0
m0damwew;hasoperation;o07fdab1c931;m0damwew;haskernel;k24f9592f93e;;;;;;;;;;0.0006460305885411799;0.0007628096808124004;1;3.6666666666666665
m0doyyew;hasmethod;m1903b3403ca;m0doyyew;haskernel;k2e95c0e542f;;;;;;;;;;6.148118458781937e-09;6.926702439476647e-06;1;6.333333333333333
m0captar;hasoperation;o063c989167f;m0captar;haskernel;k3b1b5929656;;;;;;;;;;0.0015577415470033884;0.027522303233126877;1;4.0
m0bohxaz;hasmethod;m1903b3403ca;m0bohxaz;haskernel;k203efbc11a7;;;;;;;;;;1.0917164061652329e-08;3.2272013602193303e-06;1;11.333333333333334
m0bivpuu;haslinker;p11474;m0bivpuu;haskernel;k30ec8bd1701;;;;;;;;;;0.022079473361372948;0.021199438720941544;1;3.0
m0aqegej;hasmethod;m1903b3403ca;m0aqegej;haskernel;k31057156a7f;;;;;;;;;;5.487277832116888e-08;7.92066313721936e-05;1;16.333333333333332
m0ciccau;hasoperation;o0760172ce8f;m0ciccau;haskernel;k24a58bfd794;;;;;;;;;;0.0004571357276290655;1.922509798646388e-05;1;13.333333333333334
m0dedgif;hassolvent;p16228;m0dedgif;haskernel;k2d8bc7e3afe;;;;;;;;;;0.00026256981072947383;2.0006399942040787e-05;1;9.0
m0bayyil;hasmethod;m1903b3403ca;m0bayyil;haskernel;k3fcd6a15e45;;;;;;;;;;4.969827660517012e-09;1.3809298054686299e-06;1;7.0
m0dubwih02;hasoperation;o05c440f4670;m0dubwih02;haskernel;k34d73d49055;;;;;;;;;;0.0007456682506017387;3.35921774497668e-05;1;8.333333333333334
m0ciryei;hasmethod;m1903b3403ca;m0ciryei;haskernel;k37077e841a5;;;;;;;;;;3.580371910061331e-08;2.210586203849063e-05;1;12.333333333333334
m0anedaz;hasoperation;o02da01f1e4c;m0anedaz;haskernel;k2da27f15f31;;;;;;;;;;0.00022191622701939195;0.000140399901094194;1;11.0
m0dodqap;hasmethod;m1903b3403ca;m0dodqap;haskernel;k24406e40b06;;;;;;;;;;2.7909027977557344e-08;9.658147787898011e-06;1;7.0
m0amofak;hasmethod;m1903b3403ca;m0amofak;haskernel;k29eeb7bbd75;;;;;;;;;;9.861518712739326e-09;8.623678248683339e-06;1;8.333333333333334
m0bawqib;hasmethod;m1903b3403ca;m0bawqib;haskernel;k34e320840a9;;;;;;;;;;8.774312831860698e-09;2.652759261733325e-06;1;9.0
m0cowbat;hasmethod;m1903b3403ca;m0cowbat;haskernel;k3d3579a3071;;;;;;;;;;3.598073616828401e-09;1.3370230794544173e-06;1;13.333333333333334
m0disbal;hasmethod;m1903b3403ca;m0disbal;hasbond;b00730;;;;;;;;;;9.406750933749208e-09;9.469329052991249e-06;1;9.666666666666666
m0awiboz;hasmethod;m1903b3403ca;m0awiboz;haskernel;k330716d00c4;;;;;;;;;;3.679509363863076e-09;2.614896348636838e-06;1;10.666666666666666
m0boncep;hasmethod;m1903b3403ca;m0boncep;haskernel;k247a200a98a;;;;;;;;;;1.1674138988837512e-07;1.1436320983789402e-05;1;10.333333333333334
m0daknag;hassolvent;p1962;m0daknag;haskernel;k2da27f15f31;;;;;;;;;;1.3795589438814204e-05;0.048046817731422685;1;2.0
m0caghie;hasmethod;m1903b3403ca;m0caghie;haskernel;k29a07a89023;;;;;;;;;;2.871291258088604e-07;3.0096707949326767e-05;1;15.0
m0cevyim;hasmethod;m1903b3403ca;m0cevyim;hascolor;c06d8a0cc6bc;;;;;;;;;;9.579575355189718e-09;1.3961951261058185e-06;1;6.0
m0cevyim;haslinker;p11474;m0cevyim;haskernel;k2da27f15f31;;;;;;;;;;0.07337050884962082;0.04691517368579904;1;3.6666666666666665
m0adiqni01;hasoperation;o05c440f4670;m0adiqni01;haskernel;k303719c4949;;;;;;;;;;0.00042496295645833015;5.679036250209416e-05;1;6.666666666666667
m0biqdaj;hasmethod;m1903b3403ca;m0biqdaj;hasbond;b00707;;;;;;;;;;4.1949319573575394e-09;9.311716770987744e-07;1;7.333333333333333
m0doqlut;hasoperation;o07fdab1c931;m0doqlut;haskernel;k2da27f15f31;;;;;;;;;;0.0008862688555382192;0.00011290837740792388;1;4.666666666666667
m0anedaz;hasmetal;p124014;m0anedaz;haskernel;k2f4bac7282d;;;;;;;;;;7.97808897914365e-05;0.004009723003643255;1;4.333333333333333
m0aqegaf;hasmetal;p124014;m0aqegaf;haskernel;k292e2aab770;;;;;;;;;;0.00014518971147481352;0.003968388307839632;1;3.6666666666666665
m0bintoj;hasoperation;o063c989167f;m0bintoj;haskernel;k24406e40b06;;;;;;;;;;0.014452626928687096;0.03553675433067838;1;2.0
m0cetkeu;hassolvent;p1962;m0cetkeu;haskernel;k2a82495971c;;;;;;;;;;0.00012833354412578046;0.00928186827392589;1;2.3333333333333335
m0cavrey;hassolvent;p16228;m0cavrey;haskernel;k3dbca5f1af8;;;;;;;;;;0.0002951537608169019;1.6916136153177774e-05;1;8.333333333333334
m0awesif01;hasmethod;m1903b3403ca;m0awesif01;haskernel;k313486e07fe;;;;;;;;;;1.2131610382937197e-08;3.774987809804231e-06;1;10.333333333333334
m0aguyeg;hassolvent;p1962;m0aguyeg;haskernel;k3b683fb0615;;;;;;;;;;4.18413728766609e-05;0.12481427671885588;1;1.6666666666666667
m0cifcur;hasmethod;m1903b3403ca;m0cifcur;haskernel;k392c69e645a;;;;;;;;;;1.025166298518343e-07;2.6692688116725094e-05;1;15.0
m0cutkim;hasmethod;m1903b3403ca;m0cutkim;haskernel;k3360beab3a0;;;;;;;;;;2.1284087381445715e-08;7.506594755587089e-06;1;8.333333333333334
m0ajesaj;hassolvent;p16228;m0ajesaj;hasbond;b00608;;;;;;;;;;0.00044393775169737637;2.8440431831810997e-07;1;8.0
m0bopvim;hasmethod;m1903b3403ca;m0bopvim;hascolor;c06d8a0cc6bc;;;;;;;;;;3.360280231845536e-08;5.2260973661955035e-06;1;8.666666666666666
m0dowdaw;hasoperation;o063c989167f;m0dowdaw;haskernel;k29965eea8d0;;;;;;;;;;0.0038276715204119682;0.02058605768009632;1;3.3333333333333335
m0cekvar;hasmetal;p124480;m0cekvar;haskernel;k2de1bb012cb;;;;;;;;;;0.001694337697699666;0.000712529874969429;1;16.666666666666668
m0awiboz;hasoperation;o0760172ce8f;m0awiboz;haskernel;k3f68646e0d5;;;;;;;;;;0.00016190372116398066;0.0002466185027879912;1;22.333333333333332
m0bosdiz;hasoperation;o063c989167f;m0bosdiz;haskernel;k2098f85c737;;;;;;;;;;0.011794748716056347;0.004967026257266601;1;2.6666666666666665
m0cusdie;hasoperation;o063c989167f;m0cusdie;haskernel;k29965eea8d0;;;;;;;;;;0.002314773853868246;0.030595682741477503;1;2.6666666666666665
m0cutbea;hassolvent;p16228;m0cutbea;haskernel;k3dbca5f1af8;;;;;;;;;;1.2339714885456488e-05;6.1296953591435015e-06;1;9.0
m0amofak;hassolvent;p1962;m0amofak;haskernel;k31064050578;;;;;;;;;;2.1323852706700563e-05;0.011121504750917666;1;1.3333333333333333
m0caghie;hassolvent;p1962;m0caghie;haskernel;k218ed025f47;;;;;;;;;;0.00013240447151474655;0.043240728744422086;1;1.6666666666666667
m0adovof;hasoperation;o07fdab1c931;m0adovof;hasbond;b00607;;;;;;;;;;0.0005110133206471801;0.00012229551843271716;1;3.6666666666666665
m0anedaz;hasoperation;o0760172ce8f;m0anedaz;haskernel;k24406e40b06;;;;;;;;;;0.023995403200387955;0.007717649484069018;1;4.333333333333333
m0dedgif;hasmethod;m1903b3403ca;m0dedgif;haskernel;k217ae834e3a;;;;;;;;;;2.007188548702743e-08;1.4478988618430815e-06;1;9.0
m0difriv;hasoperation;o07fdab1c931;m0difriv;hasbond;b00607;;;;;;;;;;0.00019900716142728925;9.054367092176108e-05;1;7.0
m0doppuu;hasmethod;m1903b3403ca;m0doppuu;haskernel;k217ae834e3a;;;;;;;;;;8.690136610312038e-09;4.3362951615925445e-06;1;8.333333333333334
m0condob;hasmethod;m1903b3403ca;m0condob;hasbond;b00606;;;;;;;;;;8.622164315852388e-09;5.508522836853805e-07;1;12.0
m0debkom;hasmethod;m1903b3403ca;m0debkom;haskernel;k30d75551d69;;;;;;;;;;9.566154979268049e-09;1.316196503176048e-06;1;10.333333333333334
m0awayus;hasoperation;o063c989167f;m0awayus;haskernel;k33df2b62e18;;;;;;;;;;0.003208134090527892;0.0007235270641103853;1;6.0
m0ajasou;hasoperation;o063c989167f;m0ajasou;haskernel;k34d73d49055;;;;;;;;;;0.0011432610917836428;0.004660363915415171;1;2.3333333333333335
m0alihuy;hasoperation;o063c989167f;m0alihuy;hasbond;b00606;;;;;;;;;;0.0042869639582931995;0.006542173636262305;1;4.333333333333333
m0bahpim;hasmetal;p125154;m0bahpim;haskernel;k2eb01eb8a2e;;;;;;;;;;0.0004672103968914598;0.00028440248388506006;1;11.666666666666666
m0coqgex;hasmethod;m1903b3403ca;m0coqgex;haskernel;k2e0bd4f5b8d;;;;;;;;;;1.0907464265130784e-08;3.9239765850703394e-06;1;10.666666666666666
m0bangih;hassolvent;p1962;m0bangih;hasbond;b00607;;;;;;;;;;3.7333531508920714e-05;0.030493635441719864;1;2.0
m0axupeq;hassolvent;p16228;m0axupeq;haskernel;k3cb4d2a60e0;;;;;;;;;;5.255751602817327e-06;5.82183135216611e-07;1;12.333333333333334
m0ahemeg;hasmethod;m1903b3403ca;m0ahemeg;haskernel;k353adddc504;;;;;;;;;;3.855851460343729e-08;8.913951877150458e-06;1;8.666666666666666
m0afatad;hassolvent;p1962;m0afatad;haskernel;k24f9592f93e;;;;;;;;;;8.646970672998577e-05;0.0018014753635119025;1;2.0
