14439447;_derivationally_related_form;02547225;02547225;_derivationally_related_form;14439447;;;;;;;;;;0.7884548306465149;6.430031862691976e-05;1;21928.0
12511046;_hypernym;11585340;12501745;_member_meronym;12511046;;;;;;;;;;0.6023808717727661;3.29691071480435e-05;1;6211.666666666667
08947319;_instance_hypernym;08698379;09189411;_has_part;08947319;;;;;;;;;;0.6571306586265564;0.3255652536948522;1;1.0
01237872;_derivationally_related_form;00405236;00405236;_derivationally_related_form;01237872;;;;;;;;;;0.9449015259742737;5.033887646277435e-05;1;11743.333333333334
14832193;_synset_domain_topic_of;06079620;14832193;_hypernym;14994328;;;;;;;;;;0.45097658038139343;0.09991023316979408;1;5.0
00291873;_derivationally_related_form;08646188;00291873;_derivationally_related_form;05018103;;;;;;;;;;0.9488105773925781;0.8932313323020935;1;1.6666666666666667
01408153;_synset_domain_topic_of;00464894;01408153;_hypernym;01405044;;;;;;;;;;0.4814486503601074;0.1934754674633344;1;2.6666666666666665
05823054;_derivationally_related_form;00896803;00896803;_derivationally_related_form;05823054;;;;;;;;;;0.8138606548309326;0.049209559336304665;1;4.0
10785333;_derivationally_related_form;01766952;01766952;_derivationally_related_form;10785333;;;;;;;;;;0.8771597146987915;2.467526246618945e-05;1;26510.0
12513426;_hypernym;11585340;12501745;_member_meronym;12513426;;;;;;;;;;0.512271523475647;3.235407105724638e-05;1;6621.0
06135915;_derivationally_related_form;03002351;06135915;_derivationally_related_form;10012484;;;;;;;;;;0.8385334610939026;0.9623709917068481;1;2.0
00152018;_derivationally_related_form;00652346;00652346;_derivationally_related_form;00152018;;;;;;;;;;0.8824633359909058;0.028375495069970686;1;28.333333333333332
00369864;_derivationally_related_form;05015463;00369864;_hypernym;00146138;;;;;;;;;;0.19728238880634308;0.08074354628721873;1;4.0
02324717;_hypernym;01864707;02323715;_member_meronym;02324717;;;;;;;;;;0.6587778329849243;0.03557191013048092;1;2.3333333333333335
07518468;_derivationally_related_form;00202934;07518468;_derivationally_related_form;01787955;;;;;;;;;;0.9318868517875671;0.8843761483828226;1;2.0
03536348;_derivationally_related_form;01661804;01661804;_derivationally_related_form;03536348;;;;;;;;;;0.9615100622177124;4.113294320025792e-05;1;22593.333333333332
