14439447;_derivationally_related_form;02547225;14440137;_derivationally_related_form;02547225;;;;;;;;;;0.7884548306465149;0.9227169354756674;1;1.0
12511046;_hypernym;11585340;12501745;_member_meronym;12511046;;;;;;;;;;0.6023808717727661;0.0001617192695751631;1;245.33333333333334
08947319;_instance_hypernym;08698379;09037394;_instance_hypernym;08698379;;;;;;;;;;0.6571306586265564;0.819882869720459;1;1.0
01237872;_derivationally_related_form;00405236;01015175;_derivationally_related_form;00405236;;;;;;;;;;0.9449015259742737;0.9626839756965637;1;1.0
14832193;_synset_domain_topic_of;06079620;09854915;_derivationally_related_form;06079620;;;;;;;;;;0.45097658038139343;0.24767844378948212;1;2.0
00291873;_derivationally_related_form;08646188;00292247;_hypernym;00291873;;;;;;;;;;0.9488105773925781;0.8914681673049927;1;1.0
01408153;_synset_domain_topic_of;00464894;00464687;_synset_domain_topic_of;00464894;;;;;;;;;;0.4814486503601074;0.2450800190369288;1;3.0
05823054;_derivationally_related_form;00896803;00896141;_derivationally_related_form;05823054;;;;;;;;;;0.8138606548309326;0.8983160654703776;1;1.0
10785333;_derivationally_related_form;01766952;02380980;_hypernym;01766952;;;;;;;;;;0.8771597146987915;0.8220317562421163;1;1.0
12513426;_hypernym;11585340;12707432;_hypernym;11585340;;;;;;;;;;0.512271523475647;0.6458956003189087;1;1.0
06135915;_derivationally_related_form;03002351;13523661;_derivationally_related_form;03002351;;;;;;;;;;0.8385334610939026;0.8312070369720459;1;1.0
00152018;_derivationally_related_form;00652346;00152727;_hypernym;00152018;;;;;;;;;;0.8824633359909058;0.9742553035418192;1;1.0
00369864;_derivationally_related_form;05015463;00370412;_derivationally_related_form;05015463;;;;;;;;;;0.19728238880634308;0.09248821934064229;1;3.6666666666666665
07518468;_derivationally_related_form;00202934;10326087;_derivationally_related_form;00202934;;;;;;;;;;0.9318868517875671;0.9140129089355469;1;1.0
02324717;_hypernym;01864707;02142993;_hypernym;01864707;;;;;;;;;;0.6587778329849243;0.5042666693528494;1;1.0
03536348;_derivationally_related_form;01661804;03961939;_hypernym;03536348;;;;;;;;;;0.9615100622177124;0.97028915087382;1;1.0
02616713;_derivationally_related_form;10681194;02617338;_hypernym;02616713;;;;;;;;;;0.8030797243118286;0.8815852602322897;1;1.0
