m0cifcur;hassolvent;p1962;m0dofqev;hassolvent;p1962;;;;;;;;;;6.464199395850301e-05;0.28299189421037835;1;1.3333333333333333
m0cajvug;hasmethod;m1903b3403ca;m0acalib;hasmethod;m1903b3403ca;;;;;;;;;;5.031374872288552e-09;0.0013201612580513444;1;1.3333333333333333
m0amofak;hassolvent;p16228;m0bifmah;hassolvent;p16228;;;;;;;;;;1.2816738490073476e-05;0.007821316344381065;1;3.0
m0cifcur;hassolvent;p16228;m0bifmah;hassolvent;p16228;;;;;;;;;;0.00025431104586459696;0.011154627800275799;1;2.3333333333333335
m0bowqek;hasoperation;o05c440f4670;m0bikmep01;hasoperation;o05c440f4670;;;;;;;;;;0.0003303271369077265;0.0005721292603482198;1;6.666666666666667
m0daxmog;hasmethod;m1903b3403ca;m0acalib;hasmethod;m1903b3403ca;;;;;;;;;;1.7677559416284794e-09;0.0007668226176470819;1;2.0
m0arihis;hasoperation;o063c989167f;m0defsue;hasoperation;o063c989167f;;;;;;;;;;0.006617997772991657;0.0009772972092226457;1;3.0
m0bawqib;hasoperation;o063c989167f;m0defsue;hasoperation;o063c989167f;;;;;;;;;;0.0001737351849442348;0.00015769570442595673;1;4.666666666666667
m0dihfad;hasmethod;m1903b3403ca;m0bewsaa;hasmethod;m1903b3403ca;;;;;;;;;;2.7475641761753877e-09;0.00011908813691744828;1;1.6666666666666667
m0amebax;hasoperation;o063c989167f;m0defsue;hasoperation;o063c989167f;;;;;;;;;;0.00013452144048642367;0.0021751438228723905;1;3.0
m0ciccau;hasoperation;o0acae79cf4a;m0bonnoi;hasoperation;o0acae79cf4a;;;;;;;;;;0.00016445291112177074;0.0006282623577741712;1;6.666666666666667
m0barjov;hassolvent;p1962;m0dofqev;hassolvent;p1962;;;;;;;;;;5.2181261708028615e-05;0.2698104785134395;1;1.3333333333333333
m0dazhaq;haslinker;p11474;m0cumjeb;haslinker;p11474;;;;;;;;;;0.00012008265184704214;0.027849018452495027;1;18.333333333333332
m0acupia;hasmethod;m1903b3403ca;m0acalib;hasmethod;m1903b3403ca;;;;;;;;;;5.526598068072985e-10;0.00013917916728608168;1;1.6666666666666667
m0avasev;hasoperation;o0760172ce8f;m0bemfik;hasoperation;o0760172ce8f;;;;;;;;;;0.07745267450809479;0.0003874639093434477;1;8.0
m0ciccau;hasoperation;o02da01f1e4c;m0awipih;hasoperation;o02da01f1e4c;;;;;;;;;;0.00010146859858650714;0.00016158489626150185;1;7.666666666666667
m0cujxow;hasmethod;m1903b3403ca;m0bewsaa;hasmethod;m1903b3403ca;;;;;;;;;;4.245953633130739e-08;4.9604097350552934e-05;1;1.0
m0cowbat;hasoperation;o03e25af4540;m0cavfen01;hasoperation;o03e25af4540;;;;;;;;;;4.635970981325954e-05;5.651854886915923e-06;1;8.0
m0dotyod;hasoperation;o063c989167f;m0defsue;hasoperation;o063c989167f;;;;;;;;;;0.013211838901042938;0.017344813076003145;1;1.6666666666666667
m0cahnef;hasoperation;o063c989167f;m0defsue;hasoperation;o063c989167f;;;;;;;;;;0.026959797367453575;0.007428420998621732;1;2.0
m0cetkeu;hasmethod;m1903b3403ca;m0acalib;hasmethod;m1903b3403ca;;;;;;;;;;3.285558847210268e-08;0.000987665557079076;1;1.3333333333333333
