14439447;_derivationally_related_form;02547225;02547225;_derivationally_related_form;14439447;14439447;_derivationally_related_form;02567519;;;;;;;0.7884548306465149;8.645794393184285e-05;1;12937.0
12511046;_hypernym;11585340;12501745;_member_meronym;12511046;;;;;;;;;;0.6023808717727661;6.800618575653061e-05;1;210.0
08947319;_instance_hypernym;08698379;09189411;_has_part;08947319;;;;;;;;;;0.6571306586265564;0.5527621259291967;1;1.0
01237872;_derivationally_related_form;00405236;00405236;_derivationally_related_form;01237872;;;;;;;;;;0.9449015259742737;3.2884045746565484e-05;1;16476.333333333332
14832193;_synset_domain_topic_of;06079620;14832193;_hypernym;14994328;;;;;;;;;;0.45097658038139343;0.11777116327236097;1;5.333333333333333
00291873;_derivationally_related_form;08646188;00291873;_derivationally_related_form;05018103;00291873;_derivationally_related_form;04951373;00291873;_derivationally_related_form;03665366;00291873;_derivationally_related_form;11473954;0.9488105773925781;0.9553633332252502;1;4.666666666666667
01408153;_synset_domain_topic_of;00464894;01408153;_derivationally_related_form;03526805;03526805;_derivationally_related_form;01408153;;;;;;;0.4814486503601074;0.012319963153762123;1;23.666666666666668
05823054;_derivationally_related_form;00896803;00896803;_derivationally_related_form;05823054;05823054;_derivationally_related_form;00896141;05823054;_derivationally_related_form;00894738;;;;0.8138606548309326;0.015506528317928314;1;11.333333333333334
10785333;_derivationally_related_form;01766952;01766952;_derivationally_related_form;10785333;10785333;_derivationally_related_form;00495998;;;;;;;0.8771597146987915;3.853597074036467e-06;1;33194.333333333336
12513426;_hypernym;11585340;12501745;_member_meronym;12513426;;;;;;;;;;0.512271523475647;6.838352055638097e-05;1;205.66666666666666
06135915;_derivationally_related_form;03002351;03002351;_derivationally_related_form;06135915;06135915;_derivationally_related_form;10012484;10012484;_derivationally_related_form;06135915;;;;0.8385334610939026;5.8485647362734504e-05;1;6402.333333333333
00152018;_derivationally_related_form;00652346;00652346;_derivationally_related_form;00152018;00152018;_derivationally_related_form;01026095;00714531;_derivationally_related_form;00152018;00152018;_derivationally_related_form;00714531;0.8824633359909058;0.005349521990865469;1;26.333333333333332
00369864;_derivationally_related_form;05015463;00369864;_derivationally_related_form;05016001;00369864;_derivationally_related_form;13453160;00369864;_hypernym;00146138;;;;0.19728238880634308;0.1311684101819992;1;4.333333333333333
02324717;_hypernym;01864707;02323715;_member_meronym;02324717;;;;;;;;;;0.6587778329849243;0.006790228368724153;1;5626.333333333333
07518468;_derivationally_related_form;00202934;00202934;_derivationally_related_form;07518468;01787955;_derivationally_related_form;07518468;07518468;_derivationally_related_form;01787955;;;;0.9318868517875671;1.743173303718019e-05;1;29930.666666666668
03536348;_derivationally_related_form;01661804;01661804;_derivationally_related_form;03536348;;;;;;;;;;0.9615100622177124;4.009143049188424e-05;1;19946.333333333332
02616713;_derivationally_related_form;10681194;10681194;_derivationally_related_form;02616713;02616713;_derivationally_related_form;13962166;13962166;_derivationally_related_form;02616713;;;;0.8030797243118286;0.0001133193941313948;1;24676.0
01110274;_derivationally_related_form;02244956;02244956;_derivationally_related_form;01110274;02260362;_derivationally_related_form;01110274;01110274;_derivationally_related_form;02245993;01110274;_derivationally_related_form;02260362;0.9153757691383362;0.3531811237335205;1;2.6666666666666665
00954422;_derivationally_related_form;06805297;06805297;_derivationally_related_form;00954422;00954422;_derivationally_related_form;06733939;06733939;_derivationally_related_form;00954422;00954422;_also_see;02193194;0.8214631676673889;3.9701662899460644e-05;1;14745.333333333334
04700642;_derivationally_related_form;01265989;01265989;_derivationally_related_form;04700642;04701039;_hypernym;04700642;;;;;;;0.8690681457519531;5.033769351333225e-05;1;15528.0
