prediction,facts,exp,exp_length,original_score,original_rank,new_scores,new_ranks,new_score,new_rank
"(5586, 12, 4492)","[([(8161, 12, 4492), (4492, 3, 6), (5586, 3, 279)], 0.0218, 'xrule'), ([(5586, 2, 728), (12174, 12, 4492)], 0.0127, 'xrule'), ([(4492, 3, 88), (4492, 3, 40), (5586, 3, 88)], 0.011899999, 'xrule')]","[(8161, 12, 4492), (5586, 2, 728), (5586, 3, 88), (4492, 3, 6), (4492, 3, 40), (4492, 3, 88), (12174, 12, 4492), (5586, 3, 279)]",8,0.0733705461025238,1,[0.12299983203411102],[3],0.12299983203411102,3.0
"(6900, 8, 7393)",[],[],0,0.0004249627818353474,1,[0.3064771592617035],[5],0.3064771592617035,5.0
"(5645, 10, 7830)",[],[],0,4.1949319573575394e-09,1,[0.9718437194824219],[1],0.9718437194824219,1.0
"(5849, 8, 7410)","[([(5849, 3, 220), (15912, 8, 7410), (20989, 8, 7410)], 0.000200033188, 'xrule'), ([(5849, 3, 5076), (23355, 8, 7410)], 0.000100016594, 'xrule'), ([(5849, 3, 5077), (8230, 8, 7410)], 0.000100016594, 'xrule')]","[(15912, 8, 7410), (5849, 3, 5077), (20989, 8, 7410), (5849, 3, 220), (5849, 3, 5076), (23355, 8, 7410), (8230, 8, 7410)]",7,0.01321184542030096,1,[0.7953498363494873],[1],0.7953498363494873,1.0
"(5844, 8, 7427)","[([(24687, 8, 7427), (5844, 3, 1151), (17759, 8, 7427)], 0.53810004, 'xrule'), ([(5844, 3, 666), (21635, 8, 7427)], 0.16100001, 'xrule'), ([(5844, 3, 10), (14520, 8, 7427)], 0.052400023, 'xrule')]","[(5844, 3, 666), (5844, 3, 1151), (5844, 3, 10), (17759, 8, 7427), (21635, 8, 7427), (24687, 8, 7427), (14520, 8, 7427)]",7,0.0008862696122378111,1,[0.8410704731941223],[2],0.8410704731941223,2.0
"(7499, 10, 7830)",[],[],0,8.69010374771051e-09,1,[0.9519977569580078],[1],0.9519977569580078,1.0
"(5781, 8, 7410)",[],[],0,0.026959789916872978,1,[0.5587095618247986],[3],0.5587095618247986,3.0
"(7125, 11, 8038)",[],[],0,1.2816763046430424e-05,1,[0.0727383941411972],[2],0.0727383941411972,2.0
"(6004, 10, 7830)",[],[],0,3.285558847210268e-08,1,[0.9898041486740112],[1],0.9898041486740112,1.0
"(6105, 8, 7393)",[],[],0,0.00033032745704986155,1,[0.5651115775108337],[2],0.5651115775108337,2.0
"(5575, 11, 8038)",[],[],0,0.00015194447769317776,1,[0.49781334400177],[2],0.49781334400177,2.0
"(7788, 11, 8038)",[],[],0,0.00025431078393012285,1,[0.7816947102546692],[1],0.7816947102546692,1.0
"(6300, 10, 7830)",[],[],0,9.566136327521235e-09,1,[0.9819194078445435],[1],0.9819194078445435,1.0
"(6373, 10, 7830)",[],[],0,6.148095366143025e-09,1,[0.9841437339782715],[1],0.9841437339782715,1.0
"(4912, 8, 7410)",[],[],0,0.0015577415470033884,1,[0.5758110880851746],[5],0.5758110880851746,5.0
"(4870, 9, 8151)","[([(24100, 9, 8151), (4870, 3, 3987), (15245, 9, 8151)], 0.067099999, 'xrule'), ([(12878, 9, 8151), (19195, 9, 8151), (4870, 3, 4879)], 0.061699998, 'xrule'), ([(4870, 3, 1019), (24992, 9, 8151)], 0.0457, 'xrule')]","[(24100, 9, 8151), (4870, 3, 1019), (15245, 9, 8151), (4870, 3, 4879), (12878, 9, 8151), (4870, 3, 3987), (24992, 9, 8151), (19195, 9, 8151)]",8,7.978081703186035e-05,1,[0.9052850008010864],[1],0.9052850008010864,1.0
"(6427, 8, 7410)",[],[],0,0.006617984268814325,1,[0.6671803593635559],[4],0.6671803593635559,4.0
"(7628, 12, 4492)","[([(7628, 3, 40), (4492, 3, 277), (18763, 12, 4492)], 0.0374999983, 'xrule'), ([(7628, 3, 6), (4492, 3, 83)], 0.0044, 'xrule')]","[(18763, 12, 4492), (4492, 3, 83), (7628, 3, 40), (7628, 3, 6), (4492, 3, 277)]",5,0.022079503163695335,1,[0.6469014883041382],[1],0.6469014883041382,1.0
"(7058, 8, 7410)","[([(7058, 3, 2832), (17274, 8, 7410), (14691, 8, 7410)], 0.036400001, 'xrule'), ([(7058, 3, 39), (23503, 8, 7410)], 0.0183, 'xrule')]","[(14691, 8, 7410), (23503, 8, 7410), (7058, 3, 2832), (7058, 3, 39), (17274, 8, 7410)]",5,0.004286971874535084,1,[0.7523632645606995],[3],0.7523632645606995,3.0
"(5897, 8, 7410)",[],[],0,0.0011432638857513666,1,[0.8233762383460999],[1],0.8233762383460999,1.0
"(6054, 9, 8151)","[([(6054, 3, 6060), (20058, 9, 8151)], 0.010099947, 'xrule'), ([(6054, 3, 177), (24677, 9, 8151)], 0.0041999817, 'xrule'), ([(6054, 3, 712), (24281, 9, 8151)], 0.0013999939, 'xrule')]","[(6054, 3, 6060), (20058, 9, 8151), (6054, 3, 177), (24677, 9, 8151), (24281, 9, 8151), (6054, 3, 712)]",6,0.00014518971147481352,1,[0.17571179568767548],[2],0.17571179568767548,2.0
"(7201, 10, 7830)",[],[],0,5.487277832116888e-08,1,[0.9887306094169617],[1],0.9887306094169617,1.0
"(6083, 9, 8418)",[],[],0,0.00046721025137230754,1,[0.8547962307929993],[1],0.8547962307929993,1.0
"(5110, 8, 7567)",[],[],0,0.00045713657164014876,1,[0.2964828610420227],[6],0.2964828610420227,6.0
"(7065, 10, 7830)",[],[],0,1.0907485581412857e-08,1,[0.9942027926445007],[1],0.9942027926445007,1.0
"(6205, 8, 7410)",[],[],0,0.014452626928687096,1,[0.9056317806243896],[1],0.9056317806243896,1.0
"(6213, 11, 8038)",[],[],0,0.0002625705674290657,1,[0.7967960834503174],[2],0.7967960834503174,2.0
"(7289, 11, 7956)",[],[],0,3.733356425072998e-05,1,[0.8306584358215332],[1],0.8306584358215332,1.0
"(6966, 11, 8038)",[],[],0,5.255741598375607e-06,1,[0.0498729906976223],[8],0.0498729906976223,8.0
"(7751, 10, 7830)",[],[],0,3.855844354916371e-08,1,[0.9974029660224915],[1],0.9974029660224915,1.0
"(5593, 10, 7830)","[([(5593, 3, 731), (23892, 10, 7830)], 0.00050002337, 'xrule')]","[(5593, 3, 731), (23892, 10, 7830)]",2,4.9698178905543955e-09,1,[0.8828758597373962],[1],0.8828758597373962,1.0
"(4777, 11, 7956)",[],[],0,6.771103926439537e-06,1,[0.800926148891449],[1],0.800926148891449,1.0
"(6263, 11, 8038)",[],[],0,0.0002951543137896806,1,[0.8002257943153381],[2],0.8002257943153381,2.0
"(4870, 8, 7593)",[],[],0,0.0002219157904619351,1,[0.4792778789997101],[4],0.4792778789997101,4.0
"(6320, 10, 7830)",[],[],0,3.5803786602173204e-08,1,[0.9552122354507446],[1],0.9552122354507446,1.0
"(4882, 10, 7830)",[],[],0,2.790897468685216e-08,1,[0.9956834316253662],[1],0.9956834316253662,1.0
"(7125, 10, 7830)",[],[],0,9.861518712739326e-09,1,[0.9867191910743713],[1],0.9867191910743713,1.0
"(7536, 12, 4492)","[([(4492, 2, 30), (25113, 12, 4492), (7536, 2, 30)], 0.0074999928500000005, 'xrule'), ([(10447, 12, 4492), (7536, 3, 651), (15828, 12, 4492)], 0.000200033188, 'xrule'), ([(7536, 2, 728), (22533, 12, 4492)], 0.000100016594, 'xrule')]","[(10447, 12, 4492), (4492, 2, 30), (7536, 2, 30), (25113, 12, 4492), (7536, 2, 728), (22533, 12, 4492), (7536, 3, 651), (15828, 12, 4492)]",8,0.00012008230987703428,1,[0.021813472732901573],[19],0.021813472732901573,19.0
"(7097, 10, 7830)",[],[],0,3.6795024804803234e-09,1,[0.9691932797431946],[1],0.9691932797431946,1.0
"(7289, 8, 7410)",[],[],0,0.0023090632166713476,1,[0.5065626502037048],[4],0.5065626502037048,4.0
"(5897, 10, 7830)",[],[],0,1.0150869478309232e-08,1,[0.9552938342094421],[1],0.9552938342094421,1.0
"(5920, 10, 7830)",[],[],0,2.1283966589180636e-08,1,[0.9822075963020325],[1],0.9822075963020325,1.0
"(6437, 11, 8038)",[],[],0,0.00044393580174073577,1,[0.8348907232284546],[1],0.8348907232284546,1.0
"(5665, 8, 7427)",[],[],0,0.00212707556784153,1,[0.9827805757522583],[1],0.9827805757522583,1.0
"(5517, 9, 7903)","[([(9401, 9, 7903), (19846, 9, 7903), (5517, 3, 1005)], 0.009100019769999999, 'xrule'), ([(23005, 9, 7903), (5517, 3, 75), (21889, 9, 7903)], 0.0005999803500000001, 'xrule'), ([(5517, 3, 731), (12767, 9, 7903)], 0.00019997358, 'xrule')]","[(23005, 9, 7903), (12767, 9, 7903), (5517, 3, 1005), (9401, 9, 7903), (19846, 9, 7903), (5517, 3, 731), (5517, 3, 75), (21889, 9, 7903)]",8,0.0016943361843004823,1,[0.9701236486434937],[1],0.9701236486434937,1.0
"(5234, 8, 7567)",[],[],0,0.07745268940925598,1,[0.6269993782043457],[5],0.6269993782043457,5.0
"(5627, 10, 7830)",[],[],0,2.8712858579638123e-07,1,[0.9705791473388672],[1],0.9705791473388672,1.0
"(5586, 10, 7830)",[],[],0,9.57953805169609e-09,1,[0.992382824420929],[1],0.992382824420929,1.0
"(7610, 9, 7903)",[],[],0,0.00033357946085743606,1,[0.8274998664855957],[1],0.8274998664855957,1.0
"(7628, 12, 8676)","[([(22315, 12, 8676), (7628, 3, 184), (8676, 3, 6), (18586, 12, 8676), (8676, 3, 40)], 0.008700013190000001, 'xrule'), ([(7628, 3, 279), (8676, 3, 279), (25113, 12, 8676), (8676, 3, 40)], 0.00260001417, 'xrule'), ([(20997, 12, 8676), (18586, 12, 8676), (7628, 3, 177)], 0.0015999674499999998, 'xrule')]","[(7628, 3, 279), (22315, 12, 8676), (20997, 12, 8676), (7628, 3, 184), (8676, 3, 279), (8676, 3, 6), (7628, 3, 177), (25113, 12, 8676), (18586, 12, 8676), (8676, 3, 40)]",10,0.0009577605524100363,1,[0.02425389550626278],[20],0.02425389550626278,20.0
"(6394, 11, 8038)",[],[],0,1.2339714885456488e-05,1,[0.3906135559082031],[3],0.3906135559082031,3.0
"(7450, 10, 7830)",[],[],0,5.266627312039418e-08,1,[0.9871795773506165],[1],0.9871795773506165,1.0
"(6137, 8, 7410)",[],[],0,0.00020398579363245517,1,[0.8682911992073059],[1],0.8682911992073059,1.0
