m0cifcur;hassolvent;p1962;m0cifcur;hasmetal;p125000;;;;;;;;;;6.464199395850301e-05;0.21909753729899725;1;1.3333333333333333
m0cajvug;hasmethod;m1903b3403ca;m0cajvug;hascolor;c06d8a0cc6bc;;;;;;;;;;5.031374872288552e-09;3.739812980541046e-05;1;8.0
m0amofak;hassolvent;p16228;m0amofak;hashabit;h0cabc333278;;;;;;;;;;1.2816738490073476e-05;9.131030886540732e-05;1;5.0
m0cifcur;hassolvent;p16228;m0cifcur;hasmetal;p125000;;;;;;;;;;0.00025431104586459696;0.0034375886898487806;1;2.6666666666666665
m0bowqek;hasoperation;o05c440f4670;m0bowqek;haskernel;k24406e40b06;;;;;;;;;;0.0003303271369077265;0.004243253592921696;1;13.666666666666666
m0daxmog;hasmethod;m1903b3403ca;m0daxmog;hascolor;c06d8a0cc6bc;;;;;;;;;;1.7677559416284794e-09;9.549112576223706e-06;1;7.666666666666667
m0arihis;hasoperation;o063c989167f;m0arihis;haskernel;k3bbc2a726c1;;;;;;;;;;0.006617997772991657;0.0002687253110503311;1;47.666666666666664
m0bawqib;hasoperation;o063c989167f;m0bawqib;hashabit;h0cabc333278;;;;;;;;;;0.0001737351849442348;0.0001386751249957315;1;20.666666666666668
m0dihfad;hasmethod;m1903b3403ca;m0dihfad;hashabit;h0d461bcf10a;;;;;;;;;;2.7475641761753877e-09;5.710358550459205e-06;1;10.333333333333334
m0amebax;hasoperation;o063c989167f;m0amebax;haskernel;k30d4a6c65af;;;;;;;;;;0.00013452144048642367;0.004175440919872431;1;17.666666666666668
m0ciccau;hasoperation;o0acae79cf4a;m0ciccau;haskernel;k28f69095296;;;;;;;;;;0.00016445291112177074;0.0008130154353136286;1;53.0
m0barjov;hassolvent;p1962;m0barjov;haskernel;k3593dee7d87;;;;;;;;;;5.2181261708028615e-05;0.22738765847558776;1;1.3333333333333333
