00968211;_derivationally_related_form;10483138;10483138;_derivationally_related_form;00968211;;;;;;;;;;8.879241;1.2404983;1;945.3333333333334
00540235;_derivationally_related_form;00367768;00367768;_derivationally_related_form;00540235;;;;;;;;;;10.466581;0.68250054;1;1840.0
00260648;_derivationally_related_form;04083468;00262549;_hypernym;00260648;;;;;;;;;;9.354602;9.748269;1;1.0
03472232;_derivationally_related_form;00099721;00099721;_derivationally_related_form;03472232;;;;;;;;;;9.9936285;6.6384645;1;1.3333333333333333
02046755;_derivationally_related_form;00343249;00343249;_derivationally_related_form;02046755;;;;;;;;;;9.1733055;7.095361;1;1.3333333333333333
00755500;_derivationally_related_form;00838524;00838524;_derivationally_related_form;00755500;;;;;;;;;;10.850468;3.2017157;1;9.333333333333334
01867295;_derivationally_related_form;01627355;01627355;_derivationally_related_form;01867295;;;;;;;;;;8.738957;1.0263721;1;296.6666666666667
00381680;_derivationally_related_form;02622234;02622234;_derivationally_related_form;00381680;;;;;;;;;;8.654919;1.2518575;1;886.6666666666666
00090253;_derivationally_related_form;10511069;10511069;_derivationally_related_form;00090253;;;;;;;;;;9.220281;-0.83342916;1;19049.333333333332
04543772;_has_part;04283378;04543772;_hypernym;04574999;;;;;;;;;;7.281294;4.701233;1;7.333333333333333
02038357;_derivationally_related_form;05068080;05068080;_derivationally_related_form;02038357;;;;;;;;;;8.747489;7.2514095;1;1.0
00084107;_derivationally_related_form;00698609;00698609;_derivationally_related_form;00084107;;;;;;;;;;10.44133;4.4124355;1;24.333333333333332
03065516;_derivationally_related_form;05971394;05971394;_derivationally_related_form;03065516;;;;;;;;;;8.797766;3.9103744;1;7.333333333333333
13902048;_derivationally_related_form;01742244;01742244;_derivationally_related_form;13902048;;;;;;;;;;11.001265;-1.8698248;1;25396.666666666668
00592535;_derivationally_related_form;10104209;10104209;_derivationally_related_form;00592535;;;;;;;;;;10.5282135;-2.7098026;1;36136.333333333336
10466198;_derivationally_related_form;00901103;00901103;_derivationally_related_form;10466198;;;;;;;;;;9.052063;0.23940063;1;2747.3333333333335
00751567;_derivationally_related_form;07169848;07169848;_derivationally_related_form;00751567;;;;;;;;;;9.7515745;4.2959533;1;13.333333333333334
01512465;_derivationally_related_form;00105164;00105164;_derivationally_related_form;01512465;;;;;;;;;;9.611744;-0.75272876;1;14940.333333333334
01973125;_derivationally_related_form;03693973;03693973;_derivationally_related_form;01973125;;;;;;;;;;8.751211;-0.7279215;1;21111.666666666668
12201166;_hypernym;11575425;12194776;_member_meronym;12201166;;;;;;;;;;7.6046906;5.4100795;1;24.333333333333332
08912703;_instance_hypernym;08524735;08910668;_has_part;08912703;;;;;;;;;;7.4783945;8.816237;1;4.0
00043902;_synset_domain_topic_of;00471613;00043902;_derivationally_related_form;01405044;;;;;;;;;;5.459032;5.9132714;1;1.0
00095377;_derivationally_related_form;07719437;07719437;_derivationally_related_form;00095377;;;;;;;;;;9.152345;6.622332;1;3.6666666666666665
00877559;_derivationally_related_form;07143624;07143624;_derivationally_related_form;00877559;;;;;;;;;;9.249761;6.5470824;1;1.0
11322178;_instance_hypernym;10599806;11322178;_instance_hypernym;09767700;;;;;;;;;;7.138199;2.1878994;1;216.0
00730499;_hypernym;00650353;00730499;_derivationally_related_form;05748786;;;;;;;;;;6.671388;6.320415;1;1.3333333333333333
00168217;_derivationally_related_form;00364787;00364787;_derivationally_related_form;00168217;;;;;;;;;;9.955729;-1.0201691;1;14107.666666666666
02466111;_also_see;01222884;01222884;_also_see;02466111;;;;;;;;;;8.8337755;0.27246204;1;9545.0
07040148;_hypernym;07037465;07040148;_hypernym;07044917;;;;;;;;;;7.0427074;2.0306895;1;185.0
05090441;_derivationally_related_form;00434077;00434077;_derivationally_related_form;05090441;;;;;;;;;;9.360676;5.4910636;1;2.0
05075602;_derivationally_related_form;02333689;02333689;_derivationally_related_form;05075602;;;;;;;;;;8.114485;4.461162;1;24.0
02483564;_derivationally_related_form;13737480;13737480;_derivationally_related_form;02483564;;;;;;;;;;9.769687;-1.064634;1;21430.666666666668
01690294;_synset_domain_topic_of;00933420;01690294;_hypernym;01686132;;;;;;;;;;6.574163;5.4778976;1;1.3333333333333333
11350705;_instance_hypernym;10084635;11350705;_instance_hypernym;09756637;;;;;;;;;;5.108136;-2.2488298;1;1939.6666666666667
02428487;_derivationally_related_form;00053913;00053913;_derivationally_related_form;02428487;;;;;;;;;;8.59272;4.9979324;1;6.333333333333333
06178812;_derivationally_related_form;10256080;10256080;_derivationally_related_form;06178812;;;;;;;;;;10.34638;6.229914;1;1.3333333333333333
13809920;_derivationally_related_form;00956250;00956250;_derivationally_related_form;13809920;;;;;;;;;;9.063567;4.5898376;1;8.0
00744506;_derivationally_related_form;04769049;04769049;_derivationally_related_form;00744506;;;;;;;;;;9.688642;-0.15826534;1;10475.0
11648617;_hypernym;11554175;11648428;_member_meronym;11648617;;;;;;;;;;7.7996135;2.5251215;1;140.0
06838543;_hypernym;06828818;06498569;_has_part;06838543;;;;;;;;;;7.398238;0.9220476;1;337.3333333333333
13286099;_derivationally_related_form;02234988;02234988;_derivationally_related_form;13286099;;;;;;;;;;10.221;0.7878402;1;289.6666666666667
02055975;_derivationally_related_form;15282696;15282696;_derivationally_related_form;02055975;;;;;;;;;;9.419868;8.277906;1;1.0
00367685;_derivationally_related_form;00146856;00146856;_derivationally_related_form;00367685;;;;;;;;;;8.579209;1.1515948;1;609.3333333333334
07233996;_derivationally_related_form;00865958;00865958;_derivationally_related_form;07233996;;;;;;;;;;10.240109;4.7599382;1;2.0
02748927;_derivationally_related_form;03169390;03169390;_derivationally_related_form;02748927;;;;;;;;;;8.6875305;5.940059;1;4.333333333333333
06721949;_derivationally_related_form;00941990;00941990;_derivationally_related_form;06721949;;;;;;;;;;8.870047;3.8883617;1;7.0
00900616;_also_see;01580050;01580050;_also_see;00900616;;;;;;;;;;8.515327;3.9175272;1;11.333333333333334
13566535;_derivationally_related_form;00376106;00376106;_derivationally_related_form;13566535;;;;;;;;;;9.101814;0.11644056;1;5430.666666666667
02299924;_hypernym;02298632;02299924;_synset_domain_topic_of;00092366;;;;;;;;;;7.647258;-2.5141606;1;2386.0
11723655;_hypernym;11571907;11719468;_member_meronym;11723655;;;;;;;;;;8.571083;2.8162708;1;24.666666666666668
10351874;_derivationally_related_form;00761713;00761713;_derivationally_related_form;10351874;;;;;;;;;;9.88568;4.6156173;1;2.0
00834198;_derivationally_related_form;01642924;01642924;_derivationally_related_form;00834198;;;;;;;;;;7.876352;0.18280458;1;14171.333333333334
11999958;_hypernym;11579418;11911591;_member_meronym;11999958;;;;;;;;;;8.77287;6.2823677;1;9.666666666666666
10235549;_derivationally_related_form;13928388;13928388;_derivationally_related_form;10235549;;;;;;;;;;9.075606;5.3316097;1;2.6666666666666665
10468750;_derivationally_related_form;15266265;15266265;_derivationally_related_form;10468750;;;;;;;;;;9.27175;8.3572;1;1.0
01573515;_derivationally_related_form;14295248;14295248;_derivationally_related_form;01573515;;;;;;;;;;9.564367;0.7782003;1;4341.666666666667
05399034;_derivationally_related_form;00194170;00194170;_derivationally_related_form;05399034;;;;;;;;;;10.27132;0.17688702;1;2768.3333333333335
06503224;_derivationally_related_form;00277399;00277399;_derivationally_related_form;06503224;;;;;;;;;;10.40897;-1.4103613;1;18715.666666666668
10034614;_derivationally_related_form;01170052;01170052;_derivationally_related_form;10034614;;;;;;;;;;10.314679;5.052465;1;2.6666666666666665
02575082;_derivationally_related_form;00752431;00752431;_derivationally_related_form;02575082;;;;;;;;;;8.925503;6.0597825;1;6.0
00788766;_derivationally_related_form;02531199;02531199;_derivationally_related_form;00788766;02531199;_derivationally_related_form;00788766;;;;;;;9.050512;5.1586018;1;4.666666666666667
08018189;_synset_domain_topic_of;00759694;08018189;_instance_hypernym;08392137;;;;;;;;;;8.869197;4.8058686;1;1.0
02128873;_derivationally_related_form;10633450;10633450;_derivationally_related_form;02128873;;;;;;;;;;8.604788;3.1886826;1;33.333333333333336
01276436;_instance_hypernym;00956485;01302086;_has_part;01276436;;;;;;;;;;8.1901455;6.0692677;1;1.0
03804744;_derivationally_related_form;01357831;01357831;_derivationally_related_form;03804744;;;;;;;;;;10.975729;0.5726977;1;2191.6666666666665
07409592;_derivationally_related_form;02685665;02685665;_derivationally_related_form;07409592;;;;;;;;;;8.390123;0.2878774;1;5823.666666666667
07334490;_derivationally_related_form;01621219;01621219;_derivationally_related_form;07334490;;;;;;;;;;9.191784;5.099411;1;15.333333333333334
00456596;_verb_group;00456740;00456740;_verb_group;00456596;;;;;;;;;;10.239602;6.4720993;1;2.0
01216515;_synset_domain_topic_of;08199025;01217306;_hypernym;01216515;;;;;;;;;;7.0875874;4.117656;1;2.0
13282161;_derivationally_related_form;02284951;02284951;_derivationally_related_form;13282161;;;;;;;;;;9.401691;-3.468315;1;20190.0
00112628;_derivationally_related_form;05783940;05783940;_derivationally_related_form;00112628;;;;;;;;;;9.251232;7.276844;1;1.0
00849788;_derivationally_related_form;06780069;06780069;_derivationally_related_form;00849788;;;;;;;;;;9.526362;1.1208997;1;288.0
