prediction,facts,exp,exp_length,original_score,original_rank,new_scores,new_ranks,new_score,new_rank
"(45, 1, 44)",[],[],0,8.879241,1,[8.404628],[1],8.404628,1.0
"(4050, 1, 5908)",[],[],0,10.466581,1,[9.51065],[1],9.51065,1.0
"(496, 1, 32512)",[],[],0,9.354602,1,[9.349833],[1],9.349833,1.0
"(9372, 1, 1508)","[({(9372, 1, 3795)}, -0.6890058200835272, 'baseline'), ({(3795, 1, 9372)}, -0.6981222976790417, 'baseline')]","[(3795, 9, 1508), (3795, 1, 9372), (9372, 1, 3795)]",3,9.9936285,1,[9.616873],[1],9.616873,1.0
"(11686, 1, 5336)","[({(11686, 0, 16301)}, -0.7787448622896078, 'baseline'), ({(11686, 1, 26261)}, -0.7823607664883316, 'baseline'), ({(26261, 1, 11686)}, -0.7917086356967042, 'baseline'), ({(11686, 1, 1528)}, -0.8920239104846103, 'baseline'), ({(1528, 1, 11686)}, -0.9010322786582279, 'baseline')]","[(11686, 1, 26261), (2296, 1, 1528), (5336, 0, 16668), (2296, 1, 5336), (11686, 0, 16301), (16668, 1, 16301), (26261, 1, 11686), (26261, 0, 16668), (1528, 1, 11686), (11686, 1, 1528)]",10,9.1733055,1,[8.785031],[1],8.785031,1.0
"(36078, 1, 7833)","[({(36078, 0, 28742)}, -0.9091432343112917, 'baseline')]","[(36078, 0, 28742), (28742, 1, 15054), (7833, 9, 15054)]",3,10.850468,1,[10.461502],[1],10.461502,1.0
"(2869, 1, 15125)",[],[],0,8.738957,1,[8.951235],[1],8.951235,1.0
"(4359, 1, 29197)",[],[],0,8.654919,1,[8.4356365],[1],8.4356365,1.0
"(26984, 1, 38840)",[],[],0,9.220281,1,[9.62014],[1],9.62014,1.0
"(14768, 6, 24252)","[({(14768, 0, 21985)}, -0.8682341089719049, 'baseline')]","[(21984, 0, 21985), (14768, 0, 21985), (21984, 6, 24252)]",3,7.281294,1,[2.6747367],[16],2.6747367,16.0
"(2035, 1, 8589)","[({(2035, 1, 3839)}, -0.7317883457251041, 'baseline'), ({(3839, 1, 2035)}, -0.7712276072862556, 'baseline'), ({(2035, 1, 23638)}, -0.9140166506032992, 'baseline'), ({(23638, 1, 2035)}, -0.9339993400298772, 'baseline'), ({(25494, 0, 2035)}, -0.9949395439520221, 'baseline'), ({(647, 0, 2035)}, -1.0773223575792634, 'baseline')]","[(25494, 0, 2035), (1896, 1, 3839), (23638, 1, 647), (3839, 1, 2035), (1896, 1, 8589), (2035, 1, 23638), (23638, 1, 2035), (8589, 1, 25494), (8589, 1, 647), (2035, 1, 3839)]",10,8.747489,1,[8.569726],[1],8.569726,1.0
"(16865, 1, 8774)","[({(16865, 5, 212)}, -1.2472090471575874, 'baseline')]","[(8775, 1, 8774), (16865, 5, 212), (8775, 5, 212)]",3,10.44133,1,[9.805286],[1],9.805286,1.0
"(26185, 1, 15249)",[],[],0,11.001265,1,[9.81751],[1],9.81751,1.0
"(7708, 1, 7707)","[({(7708, 1, 9498)}, -1.2394257963794568, 'baseline'), ({(9498, 1, 7708)}, -1.2510581600807587, 'baseline')]","[(7708, 1, 9498), (9498, 1, 7707), (9498, 1, 7708)]",3,8.797766,1,[9.351367],[1],9.351367,1.0
