prediction,facts,exp,exp_length,original_score,original_rank,new_scores,new_ranks,new_score,new_rank
"(6419, 9, 7991)","[([(11581, 9, 7991), (16014, 9, 7991), (6419, 2, 729)], 0.8748007, 'xrule'), ([(24972, 9, 7991), (6419, 3, 1348), (17094, 9, 7991)], 0.6816005700000001, 'xrule'), ([(15316, 9, 7991), (16014, 9, 7991), (6419, 3, 1)], 0.60230065, 'xrule')]","[(16014, 9, 7991), (6419, 2, 729), (24972, 9, 7991), (11581, 9, 7991), (6419, 3, 1), (6419, 3, 1348), (17094, 9, 7991), (15316, 9, 7991)]",8,7.2348557,1,[6.60207],[1],6.60207,1.0
"(6323, 9, 8418)","[([(24691, 9, 8418), (15050, 9, 8418), (6323, 3, 39)], 0.249099727, 'xrule'), ([(23971, 9, 8418), (6323, 2, 70), (24684, 9, 8418)], 0.24750042, 'xrule'), ([(6323, 3, 111), (14580, 9, 8418), (11925, 9, 8418)], 0.22419930000000002, 'xrule')]","[(24691, 9, 8418), (6323, 3, 111), (23971, 9, 8418), (14580, 9, 8418), (11925, 9, 8418), (24684, 9, 8418), (15050, 9, 8418), (6323, 3, 39), (6323, 2, 70)]",9,9.206495,1,[9.29917],[1],9.29917,1.0
"(6427, 9, 7790)","[([(6427, 3, 278), (16023, 9, 7790), (15575, 9, 7790)], 1.4006004, 'xrule'), ([(25167, 9, 7790), (22016, 9, 7790), (6427, 2, 29)], 1.2883997, 'xrule'), ([(6427, 3, 1267), (13012, 9, 7790), (18604, 9, 7790)], 0.223999976, 'xrule')]","[(6427, 3, 1267), (13012, 9, 7790), (15575, 9, 7790), (18604, 9, 7790), (25167, 9, 7790), (16023, 9, 7790), (6427, 2, 29), (6427, 3, 278), (22016, 9, 7790)]",9,9.176519,1,[8.891537],[1],8.891537,1.0
"(5834, 11, 6729)","[([(9548, 11, 6729), (5834, 3, 40), (9576, 11, 6729)], 0.59420014, 'xrule'), ([(24187, 11, 6729), (25489, 11, 6729), (5834, 3, 1177)], 0.38320065000000003, 'xrule'), ([(25076, 11, 6729), (18752, 11, 6729), (5834, 2, 789)], 0.37190056, 'xrule')]","[(9548, 11, 6729), (5834, 3, 40), (9576, 11, 6729), (24187, 11, 6729), (5834, 3, 1177), (5834, 2, 789), (25489, 11, 6729), (25076, 11, 6729), (18752, 11, 6729)]",9,6.305955,2,[5.5271435],[6],5.5271435,6.0
"(5133, 9, 10166)","[([(5133, 2, 5135), (10165, 9, 10166), (25154, 9, 10166)], 2.8492995, 'xrule'), ([(5133, 3, 5138), (10165, 9, 10166), (25154, 9, 10166)], 2.3967996, 'xrule'), ([(10165, 9, 10166), (5133, 3, 3744), (25154, 9, 10166)], 2.3419996000000003, 'xrule')]","[(5133, 3, 3744), (10165, 9, 10166), (5133, 3, 5138), (5133, 2, 5135), (25154, 9, 10166)]",5,6.6553817,1,[4.2663074],[16],4.2663074,16.0
"(5770, 9, 1470)","[([(5770, 2, 789), (23170, 9, 1470), (21072, 9, 1470)], 0.78779983, 'xrule'), ([(5770, 3, 40), (24671, 9, 1470), (20885, 9, 1470)], 0.54279995, 'xrule'), ([(15588, 9, 1470), (18153, 9, 1470), (5770, 3, 75)], 0.41100025, 'xrule')]","[(5770, 2, 789), (5770, 3, 40), (20885, 9, 1470), (18153, 9, 1470), (23170, 9, 1470), (5770, 3, 75), (24671, 9, 1470), (21072, 9, 1470), (15588, 9, 1470)]",9,9.176468,1,[8.695382],[1],8.695382,1.0
"(5279, 11, 7992)","[([(24492, 11, 7992), (5279, 4, 66), (11388, 11, 7992)], 0.6342010499999999, 'xrule'), ([(22679, 12, 7992), (20689, 11, 7992), (5279, 3, 40), (24925, 12, 7992), (11633, 11, 7992)], 0.52190209, 'xrule'), ([(24788, 11, 7992), (5279, 2, 69), (17993, 11, 7992)], 0.4386015, 'xrule')]","[(22679, 12, 7992), (24492, 11, 7992), (20689, 11, 7992), (5279, 3, 40), (24788, 11, 7992), (24925, 12, 7992), (5279, 2, 69), (5279, 4, 66), (11633, 11, 7992), (11388, 11, 7992), (17993, 11, 7992)]",11,5.860883,1,[5.345155],[1],5.345155,1.0
"(6504, 11, 7992)","[([(24819, 11, 7992), (12676, 11, 7992), (24925, 12, 7992), (6504, 3, 9)], 0.363898274, 'xrule'), ([(6504, 3, 74), (24060, 11, 7992), (13851, 11, 7992)], 0.33449936, 'xrule'), ([(19418, 11, 7992), (11233, 11, 7992), (6504, 3, 111)], 0.30519867, 'xrule')]","[(11233, 11, 7992), (6504, 3, 111), (24925, 12, 7992), (12676, 11, 7992), (13851, 11, 7992), (24819, 11, 7992), (6504, 3, 74), (24060, 11, 7992), (6504, 3, 9), (19418, 11, 7992)]",10,6.168883,1,[5.8964295],[1],5.8964295,1.0
"(6848, 11, 7992)","[([(14712, 11, 7992), (22815, 11, 7992), (24925, 12, 7992), (6848, 3, 9)], 0.3412981, 'xrule'), ([(14691, 11, 7992), (24641, 11, 7992), (6848, 4, 66)], 0.205598834, 'xrule'), ([(20191, 11, 7992), (6848, 3, 220), (10095, 11, 7992), (22679, 12, 7992)], 0.0823984153, 'xrule')]","[(22679, 12, 7992), (14691, 11, 7992), (20191, 11, 7992), (6848, 4, 66), (24925, 12, 7992), (10095, 11, 7992), (6848, 3, 9), (14712, 11, 7992), (24641, 11, 7992), (22815, 11, 7992), (6848, 3, 220)]",11,5.854314,1,[5.215276],[4],5.215276,4.0
"(5067, 11, 7992)","[([(12825, 11, 7992), (24925, 12, 7992), (5067, 3, 9), (13250, 11, 7992)], 0.25290012500000003, 'xrule'), ([(20237, 11, 7992), (24330, 11, 7992), (5067, 3, 100)], 0.23860073, 'xrule'), ([(5067, 3, 39), (22679, 12, 7992), (23739, 11, 7992), (22360, 11, 7992)], 0.20980072099999997, 'xrule')]","[(5067, 3, 39), (22679, 12, 7992), (12825, 11, 7992), (24925, 12, 7992), (5067, 3, 9), (22360, 11, 7992), (23739, 11, 7992), (24330, 11, 7992), (20237, 11, 7992), (5067, 3, 100), (13250, 11, 7992)]",11,5.615561,1,[5.2909474],[1],5.2909474,1.0
"(7058, 9, 9349)","[([(22746, 9, 9349), (9349, 3, 12509), (7058, 3, 7062), (10310, 9, 9349), (9349, 3, 7062)], 3.1771994, 'xrule'), ([(7058, 2, 7059), (9349, 2, 7059), (24095, 9, 9349), (20818, 9, 9349)], 2.06899927, 'xrule'), ([(20818, 9, 9349), (22529, 9, 9349), (7058, 2, 2083)], 1.17580032, 'xrule')]","[(22746, 9, 9349), (9349, 3, 12509), (7058, 2, 7059), (7058, 2, 2083), (7058, 3, 7062), (20818, 9, 9349), (9349, 2, 7059), (24095, 9, 9349), (22529, 9, 9349), (10310, 9, 9349), (9349, 3, 7062)]",11,6.829072,1,[2.5469763],[93],2.5469763,93.0
