prediction,facts,exp,exp_length,original_score,original_rank,new_scores,new_ranks,new_score,new_rank
"(45, 1, 44)",[],[],0,8.879241,1,[9.174971],[1],9.174971,1.0
"(4050, 1, 5908)",[],[],0,10.466581,1,[10.108054],[1],10.108054,1.0
"(496, 1, 32512)",[],[],0,9.354602,1,[9.585773],[1],9.585773,1.0
"(9372, 1, 1508)","[({(9372, 1, 3795)}, -0.03329940608757565, 'baseline'), ({(3795, 1, 9372)}, -0.0340852337111189, 'baseline')]","[(3795, 9, 1508), (3795, 1, 9372), (9372, 1, 3795)]",3,9.9936285,1,[9.99152],[1],9.99152,1.0
"(11686, 1, 5336)","[({(11686, 0, 16301)}, 0.10835556228320861, 'baseline'), ({(1528, 1, 11686)}, 0.0415420932366181, 'baseline'), ({(11686, 1, 1528)}, 0.040854494043408206, 'baseline'), ({(11686, 1, 26261)}, 0.037552873590767775, 'baseline'), ({(26261, 1, 11686)}, 0.03481010623713926, 'baseline')]","[(2296, 1, 1528), (2296, 1, 5336), (11686, 0, 16301), (5336, 0, 16668), (16668, 1, 16301), (1528, 1, 11686), (11686, 1, 1528)]",7,9.1733055,1,[8.529214],[1],8.529214,1.0
"(36078, 1, 7833)","[({(36078, 0, 28742)}, -0.31580539416286657, 'baseline')]","[(36078, 0, 28742), (28742, 1, 15054), (7833, 9, 15054)]",3,10.850468,1,[11.288904],[1],11.288904,1.0
"(2869, 1, 15125)",[],[],0,8.738957,1,[8.803022],[1],8.803022,1.0
"(4359, 1, 29197)",[],[],0,8.654919,1,[8.303177],[1],8.303177,1.0
"(26984, 1, 38840)",[],[],0,9.220281,1,[9.1706705],[1],9.1706705,1.0
"(14768, 6, 24252)","[({(14768, 0, 21985)}, 1.5872274154715031, 'baseline')]","[(21984, 0, 21985), (14768, 0, 21985), (21984, 6, 24252)]",3,7.281294,1,[3.1737618],[14],3.1737618,14.0
"(2035, 1, 8589)","[({(3839, 1, 2035)}, 0.10278228952964456, 'baseline'), ({(2035, 1, 3839)}, 0.10188011366355783, 'baseline'), ({(23638, 1, 2035)}, 0.0489378375740064, 'baseline'), ({(2035, 1, 23638)}, 0.04749206732883123, 'baseline'), ({(647, 0, 2035)}, 0.034263650853629174, 'baseline'), ({(25494, 0, 2035)}, -0.020290334745436372, 'baseline')]","[(23638, 1, 647), (1896, 1, 3839), (3839, 1, 2035), (1896, 1, 8589), (23638, 1, 2035), (8589, 1, 647), (2035, 1, 3839)]",7,8.747489,1,[9.134325],[1],9.134325,1.0
"(16865, 1, 8774)","[({(16865, 5, 212)}, -0.3286351746726941, 'baseline')]","[(8775, 1, 8774), (16865, 5, 212), (8775, 5, 212)]",3,10.44133,1,[10.662272],[1],10.662272,1.0
"(26185, 1, 15249)",[],[],0,11.001265,1,[10.275465],[1],10.275465,1.0
"(7708, 1, 7707)","[({(7708, 1, 9498)}, -0.6051997700480136, 'baseline'), ({(9498, 1, 7708)}, -0.6072949925062008, 'baseline')]","[(7708, 1, 9498), (9498, 1, 7707), (9498, 1, 7708)]",3,8.797766,1,[9.2678795],[1],9.2678795,1.0
"(37429, 1, 32885)",[],[],0,10.5282135,1,[10.384567],[1],10.384567,1.0
"(5826, 1, 10722)",[],[],0,9.052063,1,[9.065569],[1],9.065569,1.0
"(20692, 1, 21524)","[({(20692, 1, 1062)}, -0.13900752815335604, 'baseline'), ({(1062, 1, 20692)}, -0.14155669963311843, 'baseline')]","[(21524, 0, 1062), (1062, 1, 20692), (20692, 1, 1062)]",3,9.7515745,1,[10.429948],[1],10.429948,1.0
"(25999, 1, 31140)",[],[],0,9.611744,1,[9.251324],[1],9.251324,1.0
"(22500, 1, 15849)",[],[],0,8.751211,1,[9.530429],[1],9.530429,1.0
"(21811, 0, 278)","[({(21810, 4, 21811)}, 7.868524021619627, 'baseline')]","[(21810, 4, 3388), (21810, 4, 21811), (3388, 0, 278)]",3,7.6046906,1,[5.260558],[24],5.260558,24.0
"(33440, 2, 121)","[({(4170, 6, 33440)}, 5.3997777369614335, 'baseline')]","[(4170, 6, 20535), (4170, 6, 33440), (20535, 2, 121)]",3,7.4783945,1,[9.221924],[3],9.221924,3.0
"(14576, 5, 2971)","[({(904, 1, 14576)}, 0.16616110063684594, 'baseline'), ({(14576, 1, 904)}, 0.16605285857646587, 'baseline'), ({(22518, 0, 14576)}, 0.12404731952284571, 'baseline'), ({(1156, 1, 14576)}, -0.09079166220433084, 'baseline'), ({(14576, 1, 1156)}, -0.09343286319992104, 'baseline')]","[(14576, 1, 904), (22518, 5, 2971), (904, 1, 14576), (24018, 0, 904), (22518, 0, 14576), (24018, 5, 2971)]",6,5.459032,1,[4.0940504],[2],4.0940504,2.0
"(12905, 1, 5832)","[({(28697, 1, 12905)}, -0.021558721571455764, 'baseline'), ({(12905, 1, 28697)}, -0.02266498380157672, 'baseline'), ({(12905, 1, 12904)}, -0.06778808402725484, 'baseline'), ({(12904, 1, 12905)}, -0.07023902701339717, 'baseline')]","[(12905, 1, 12904), (12904, 1, 1757), (1757, 1, 5832), (12905, 1, 28697), (28697, 1, 12905), (28697, 1, 1757)]",6,9.152345,1,[9.4972515],[2],9.4972515,2.0
"(17819, 1, 653)","[({(17819, 1, 17820)}, -0.07451244166116351, 'baseline'), ({(17820, 1, 17819)}, -0.10173412127263899, 'baseline')]","[(17819, 1, 17820), (17820, 0, 12901), (17820, 1, 17819), (653, 0, 12901)]",4,9.249761,1,[9.067951],[1],9.067951,1.0
"(32701, 0, 522)","[({(32701, 1, 1049)}, 0.7189226604336729, 'baseline'), ({(1049, 1, 32701)}, 0.7175627208304095, 'baseline')]","[(1048, 1, 1049), (32701, 1, 1049), (1049, 1, 32701), (1048, 0, 522)]",4,6.671388,1,[1.5045176],[114],1.5045176,114.0
"(17014, 2, 3167)","[({(17014, 2, 909)}, 6.876253301968563, 'baseline')]","[(17219, 2, 909), (17219, 2, 3167), (17014, 2, 909)]",3,7.138199,1,[2.9983506],[157],2.9983506,157.0
"(3104, 1, 3103)",[],[],0,9.955729,1,[9.691348],[1],9.691348,1.0
"(17011, 3, 17169)",[],[],0,8.8337755,1,[8.647816],[1],8.647816,1.0
"(4765, 1, 4764)","[({(4765, 1, 29462)}, 0.12413124286383459, 'baseline'), ({(29462, 1, 4765)}, 0.11855034074100411, 'baseline')]","[(4765, 1, 29462), (21665, 1, 29462), (29462, 1, 4765), (4764, 1, 21665)]",4,9.360676,1,[9.129158],[1],9.129158,1.0
"(8742, 1, 19068)","[({(8742, 1, 1897)}, -0.06680866050919153, 'baseline'), ({(1897, 1, 8742)}, -0.0674342708964393, 'baseline')]","[(1897, 1, 8742), (8742, 1, 1897), (5674, 1, 19068), (1897, 1, 5674)]",4,8.114485,1,[7.8457384],[1],7.8457384,1.0
"(3210, 5, 1819)","[({(3210, 0, 14885)}, 0.6948409530792367, 'baseline'), ({(135, 0, 3210)}, 0.13516096321162602, 'baseline'), ({(8242, 0, 3210)}, 0.05961755939152136, 'baseline'), ({(13794, 1, 3210)}, 0.05048612783968538, 'baseline'), ({(3210, 1, 13794)}, 0.04902843664927955, 'baseline'), ({(5796, 0, 3210)}, 0.04705290027428572, 'baseline')]","[(3210, 0, 14885), (8242, 5, 1819), (135, 0, 3210), (14885, 5, 1819), (8242, 0, 3210), (135, 5, 1819)]",6,6.574163,1,[4.6516895],[4],4.6516895,4.0
"(13806, 1, 28087)",[],[],0,9.769687,1,[10.071687],[1],10.071687,1.0
"(26647, 1, 3407)","[({(26647, 9, 12197)}, -0.17128558900522367, 'baseline'), ({(12197, 9, 26647)}, -0.1729240014274526, 'baseline')]","[(12197, 1, 3407), (26647, 9, 12197), (12197, 9, 26647)]",3,8.59272,1,[8.535902],[1],8.535902,1.0
"(11480, 2, 1534)","[({(11480, 2, 8721)}, 5.75968823417111, 'baseline')]","[(8721, 0, 1754), (11480, 2, 8721), (1534, 0, 1754)]",3,5.108136,1,[-0.20482475],[515],-0.20482475,515.0
